AnnotationAccession,SeqID,SeqType,PIRAReadCount,replicon_length,PIRASequencingCoverage,PIRALongestRepliconCoverage,PIRACopyNumber,InitialReadCount,AdditionalReadCount,InitialCopyNumberEstimate,RepliconDNAContent,Organism,Strain,TaxonomicGroup,TaxonomicSubgroup,host,isolation_source,Annotation,Genus,max_replicon_length,normalized_replicon_length
GCF_039639785.1_ASM3963978v1,NZ_CP147792.1,plasmid,366794,181634,2.019412665,0.934244941,2.161545198,366794,0,2.161545198,392610.1005,Bacillus anthracis,-,Terrabacteria group,Bacillota,NA,NA,Unannotated,Bacillus,5228860,0.034736826
GCF_017086565.1_ASM1708656v1,NZ_CP069606.1,chromosome,3458515,5416261,0.638542899,0.638542899,1,3423308,35207,1,5416261,Priestia megaterium,CDC 2008724142,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Priestia,5416261,1
GCF_017086565.1_ASM1708656v1,NZ_CP069607.1,plasmid,150063,180233,0.832605572,0.638542899,1.326252764,144454,5609,1.303914855,239034.5144,Priestia megaterium,CDC 2008724142,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Priestia,5416261,0.033276277
GCF_017086565.1_ASM1708656v1,NZ_CP069608.1,plasmid,130662,152532,0.85662025,0.638542899,1.371084432,126546,4116,1.341523415,209134.2506,Priestia megaterium,CDC 2008724142,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Priestia,5416261,0.028161863
GCF_017086565.1_ASM1708656v1,NZ_CP069609.1,plasmid,50204,76096,0.659745585,0.638542899,1.069615726,46796,3408,1.033204794,81393.47829,Priestia megaterium,CDC 2008724142,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Priestia,5416261,0.014049545
GCF_017086565.1_ASM1708656v1,NZ_CP069610.1,plasmid,54810,59258,0.924938405,0.638542899,1.45998637,54006,804,1.44851412,86515.87229,Priestia megaterium,CDC 2008724142,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Priestia,5416261,0.010940758
GCF_017086565.1_ASM1708656v1,NZ_CP069611.1,plasmid,31138,51966,0.599199477,0.638542899,0.937811567,30933,205,0.938385624,48734.31591,Priestia megaterium,CDC 2008724142,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Priestia,5416261,0.009594442
GCF_017086565.1_ASM1708656v1,NZ_CP069612.1,plasmid,33405,15650,2.134504792,0.638542899,3.339890958,33343,62,3.342774301,52269.2935,Priestia megaterium,CDC 2008724142,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Priestia,5416261,0.002889447
GCF_017086565.1_ASM1708656v1,NZ_CP069613.1,plasmid,13741,9026,1.522379792,0.638542899,2.537752673,11224,2517,2.38414646,22905.75563,Priestia megaterium,CDC 2008724142,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Priestia,5416261,0.001666463
GCF_017086565.1_ASM1708656v1,NZ_CP069614.1,plasmid,19625,9000,2.180555556,0.638542899,3.412402154,19478,147,3.414892812,30711.61939,Priestia megaterium,CDC 2008724142,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Priestia,5416261,0.001661663
GCF_017086565.1_ASM1708656v1,NZ_CP069615.1,plasmid,47786,8954,5.3368327,0.638542899,9.503574964,37382,10404,8.357829536,85095.01022,Priestia megaterium,CDC 2008724142,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Priestia,5416261,0.00165317
GCF_017086565.1_ASM1708656v1,NZ_CP069616.1,plasmid,30780,7782,3.955281419,0.638542899,6.188611947,30780,0,6.194229747,48159.77817,Priestia megaterium,CDC 2008724142,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Priestia,5416261,0.001436785
GCF_017086565.1_ASM1708656v1,NZ_CP069617.1,plasmid,27751,7717,3.596086562,0.638542899,6.041228285,22539,5212,5.631707076,46620.15868,Priestia megaterium,CDC 2008724142,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Priestia,5416261,0.001424784
GCF_011601375.2_ASM1160137v2,NZ_CP059437.1,chromosome,6160754,2019872,3.05007149,3.05007149,1,6152727,8027,1,2019872,Campylobacter fetus,CFViADRI545,Campylobacterota,Epsilonproteobacteria,bovine,reproductive tract,Livestock,Campylobacter,2019872,1
GCF_011601375.2_ASM1160137v2,NZ_CP059438.1,plasmid,362256,48693,7.439590906,3.05007149,2.457075764,360582,1674,2.439152961,119642.3902,Campylobacter fetus,CFViADRI545,Campylobacterota,Epsilonproteobacteria,bovine,reproductive tract,Livestock,Campylobacter,2019872,0.024106973
GCF_003430865.2_ASM343086v2,NZ_CP041224.1,chromosome,2135383,3600228,0.59312438,0.59312438,1,2129055,6328,1,3600228,Acinetobacter haemolyticus,AN54,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Peritoneal dialysis fluid,Humans,Acinetobacter,3600228,1
GCF_003430865.2_ASM343086v2,NZ_CP041229.1,plasmid,36046,45460,0.79291685,0.59312438,1.363008551,35562,484,1.336847509,61962.36873,Acinetobacter haemolyticus,AN54,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Peritoneal dialysis fluid,Humans,Acinetobacter,3600228,0.012626978
GCF_003430865.2_ASM343086v2,NZ_CP041225.1,plasmid,12979,12840,1.010825545,0.59312438,1.703893795,12974,5,1.704238739,21877.99633,Acinetobacter haemolyticus,AN54,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Peritoneal dialysis fluid,Humans,Acinetobacter,3600228,0.003566441
GCF_003430865.2_ASM343086v2,NZ_CP041226.1,plasmid,32409,11418,2.838413032,0.59312438,4.784595064,32399,10,4.785527502,54630.50644,Acinetobacter haemolyticus,AN54,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Peritoneal dialysis fluid,Humans,Acinetobacter,3600228,0.003171466
GCF_003430865.2_ASM343086v2,NZ_CP041228.1,plasmid,13372,4723,2.831251323,0.59312438,4.772197125,13372,0,4.773452954,22539.08702,Acinetobacter haemolyticus,AN54,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Peritoneal dialysis fluid,Humans,Acinetobacter,3600228,0.001311861
GCF_016728865.1_ASM1672886v1,NZ_CP068232.1,chromosome,6863508,4371624,1.570013341,1.570013341,1,6863412,96,1,4371624,Aeromonas caviae,Aero19,Pseudomonadota,Gammaproteobacteria,NA,combined sewer effluent,Human-impacted,Aeromonas,4371624,1
GCF_016728865.1_ASM1672886v1,NZ_CP068233.1,plasmid,238699,110559,2.159019166,1.570013341,1.375419872,238589,110,1.375159758,152065.0456,Aeromonas caviae,Aero19,Pseudomonadota,Gammaproteobacteria,NA,combined sewer effluent,Human-impacted,Aeromonas,4371624,0.025290144
GCF_000317125.1_ASM31712v1,NC_019695.1,chromosome,31263697,6315792,4.950083378,4.950083378,1,31262717,980,1,6315792,Chroococcidiopsis thermalis PCC 7203,PCC 7203,Terrabacteria group,Cyanobacteriota/Melainabacteria group,NA,soil sample; near Greifswald; East Germany,Earth,Chroococcidiopsis,6315792,1
GCF_000317125.1_ASM31712v1,NC_019699.1,plasmid,1469895,370830,3.963797427,4.950083378,0.800753669,1468847,1048,0.800753669,296943.4831,Chroococcidiopsis thermalis PCC 7203,PCC 7203,Terrabacteria group,Cyanobacteriota/Melainabacteria group,NA,soil sample; near Greifswald; East Germany,Earth,Chroococcidiopsis,6315792,0.058714727
GCF_000317125.1_ASM31712v1,NC_019696.1,plasmid,130560,2779,46.98092839,4.950083378,9.490936778,130560,0,9.490936778,26375.31331,Chroococcidiopsis thermalis PCC 7203,PCC 7203,Terrabacteria group,Cyanobacteriota/Melainabacteria group,NA,soil sample; near Greifswald; East Germany,Earth,Chroococcidiopsis,6315792,0.000440008
GCF_001661985.2_ASM166198v2,NZ_CP122320.1,chromosome,12533244,4098036,3.058353807,3.058353807,1,12528158,5086,1,4098036,Pantoea agglomerans pv. gypsophilae,824-1,Pseudomonadota,Gammaproteobacteria,Gypsophila paniculata,NA,Plants,Pantoea,4098036,1
GCF_001661985.2_ASM166198v2,NZ_CP122321.1,plasmid,1773071,582658,3.043073295,3.058353807,0.994771123,1772936,135,0.995003681,579611.353,Pantoea agglomerans pv. gypsophilae,824-1,Pseudomonadota,Gammaproteobacteria,Gypsophila paniculata,NA,Plants,Pantoea,4098036,0.142179815
GCF_001661985.2_ASM166198v2,NZ_CP122322.1,plasmid,469260,143524,3.269557705,3.058353807,1.068812583,469239,21,1.069058033,153400.2572,Pantoea agglomerans pv. gypsophilae,824-1,Pseudomonadota,Gammaproteobacteria,Gypsophila paniculata,NA,Plants,Pantoea,4098036,0.03502263
GCF_001661985.2_ASM166198v2,NZ_CP122323.1,plasmid,742877,131449,5.651446569,3.058353807,1.847451342,742834,43,1.847872067,242845.6315,Pantoea agglomerans pv. gypsophilae,824-1,Pseudomonadota,Gammaproteobacteria,Gypsophila paniculata,NA,Plants,Pantoea,4098036,0.032076097
GCF_001661985.2_ASM166198v2,NZ_CP122324.1,plasmid,413871,78538,5.269691105,3.058353807,1.744903921,408331,5540,1.723048227,137041.2641,Pantoea agglomerans pv. gypsophilae,824-1,Pseudomonadota,Gammaproteobacteria,Gypsophila paniculata,NA,Plants,Pantoea,4098036,0.01916479
GCF_016454725.1_ASM1645472v1,NZ_CP051425.1,chromosome,1317683,4722156,0.279042666,0.279042666,1,1316126,1557,1,4722156,Salmonella enterica subsp. enterica serovar Uganda,CVM 20723,Pseudomonadota,Gammaproteobacteria,NA,bovine,Livestock,Salmonella,4722156,1
GCF_016454725.1_ASM1645472v1,NZ_CP051426.1,plasmid,38400,188725,0.203470658,0.279042666,0.729107108,38400,0,0.729174005,137600.739,Salmonella enterica subsp. enterica serovar Uganda,CVM 20723,Pseudomonadota,Gammaproteobacteria,NA,bovine,Livestock,Salmonella,4722156,0.039965855
GCF_016454725.1_ASM1645472v1,NZ_CP051420.1,plasmid,16342,83778,0.195063143,0.279042666,0.698980016,16341,1,0.699044149,58559.14781,Salmonella enterica subsp. enterica serovar Uganda,CVM 20723,Pseudomonadota,Gammaproteobacteria,NA,bovine,Livestock,Salmonella,4722156,0.017741472
GCF_016454725.1_ASM1645472v1,NZ_CP051421.1,plasmid,28536,8496,3.358757062,0.279042666,12.68188984,26993,1543,12.03671506,107745.3361,Salmonella enterica subsp. enterica serovar Uganda,CVM 20723,Pseudomonadota,Gammaproteobacteria,NA,bovine,Livestock,Salmonella,4722156,0.001799178
GCF_016454725.1_ASM1645472v1,NZ_CP051419.1,plasmid,27476,3372,8.148279953,0.279042666,29.19815997,27476,0,29.20083895,98456.19541,Salmonella enterica subsp. enterica serovar Uganda,CVM 20723,Pseudomonadota,Gammaproteobacteria,NA,bovine,Livestock,Salmonella,4722156,0.000714081
GCF_016454725.1_ASM1645472v1,NZ_CP051423.1,plasmid,33726,2444,13.799509,0.279042666,49.44967306,33724,2,49.45304313,120855.001,Salmonella enterica subsp. enterica serovar Uganda,CVM 20723,Pseudomonadota,Gammaproteobacteria,NA,bovine,Livestock,Salmonella,4722156,0.00051756
GCF_016454725.1_ASM1645472v1,NZ_CP051422.1,plasmid,164340,2096,78.40648855,0.279042666,280.9580928,164340,0,280.9838712,588888.1625,Salmonella enterica subsp. enterica serovar Uganda,CVM 20723,Pseudomonadota,Gammaproteobacteria,NA,bovine,Livestock,Salmonella,4722156,0.000443865
GCF_021655175.1_ASM2165517v1,NZ_AP022952.1,chromosome,2078725,5344852,0.388920965,0.388920965,1,2076659,2066,1,5344852,Bacillus cereus,J39,Terrabacteria group,Bacillota,Homo sapiens,human blood of bacteremia patient,Humans,Bacillus,5344852,1
GCF_021655175.1_ASM2165517v1,NZ_AP022953.1,plasmid,188063,324064,0.580326726,0.388920965,1.50885613,180802,7261,1.492145647,488965.953,Bacillus cereus,J39,Terrabacteria group,Bacillota,Homo sapiens,human blood of bacteremia patient,Humans,Bacillus,5344852,0.060631052
GCF_021655175.1_ASM2165517v1,NZ_AP022954.1,plasmid,17179,8220,2.089902676,0.388920965,5.575313449,16757,422,5.373592226,45829.07655,Bacillus cereus,J39,Terrabacteria group,Bacillota,Homo sapiens,human blood of bacteremia patient,Humans,Bacillus,5344852,0.001537928
GCF_002902865.1_ASM290286v1,NZ_CP026122.1,chromosome,2811374,4759223,0.590721216,0.590721216,1,2810500,874,1,4759223,Aeromonas sp. ASNIH5,ASNIH5,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Aeromonas,4759223,1
GCF_002902865.1_ASM290286v1,NZ_CP026123.1,plasmid,81010,23973,3.379218287,0.590721216,5.743710979,80098,912,5.720495884,137693.9833,Aeromonas sp. ASNIH5,ASNIH5,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Aeromonas,4759223,0.005037167
GCF_026967755.1_ASM2696775v1,NZ_CP114168.1,chromosome,1256667,5567937,0.225697058,0.225697058,1,1254801,1866,1,5567937,Klebsiella variicola,2022CK-00565,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Klebsiella,5567937,1
GCF_026967755.1_ASM2696775v1,NZ_CP114169.1,plasmid,72020,239010,0.301326304,0.225697058,1.355882119,69810,2210,1.335091857,324069.3851,Klebsiella variicola,2022CK-00565,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Klebsiella,5567937,0.042926132
GCF_026967755.1_ASM2696775v1,NZ_CP114170.1,plasmid,32398,157867,0.205223384,0.225697058,0.912372294,32120,278,0.909286927,144033.4769,Klebsiella variicola,2022CK-00565,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Klebsiella,5567937,0.028352871
GCF_024227055.1_ASM2422705v1,NZ_CP100515.1,chromosome,1842397,5326821,0.345871769,0.345871769,1,1841341,1056,1,5326821,Klebsiella pneumoniae,LH35-d,Pseudomonadota,Gammaproteobacteria,Gallus gallus domesticus,pooled poultry feces,Livestock,Klebsiella,5326821,1
GCF_024227055.1_ASM2422705v1,NZ_CP100516.1,plasmid,119721,54288,2.205293988,0.345871769,6.375486605,119721,0,6.376045078,346112.4168,Klebsiella pneumoniae,LH35-d,Pseudomonadota,Gammaproteobacteria,Gallus gallus domesticus,pooled poultry feces,Livestock,Klebsiella,5326821,0.010191444
GCF_024227055.1_ASM2422705v1,NZ_CP100517.1,plasmid,22593,47563,0.475012089,0.345871769,1.386847637,22221,372,1.373376298,65962.63417,Klebsiella pneumoniae,LH35-d,Pseudomonadota,Gammaproteobacteria,Gallus gallus domesticus,pooled poultry feces,Livestock,Klebsiella,5326821,0.008928965
GCF_009618015.1_ASM961801v1,NZ_AP019856.1,chromosome,1687914,4800098,0.351641571,0.351641571,1,1687553,361,1,4800098,Escherichia coli O8:H8,16F5M1D1,Pseudomonadota,Gammaproteobacteria,Homo,stool,Humans,Escherichia,4800098,1
GCF_009618015.1_ASM961801v1,NZ_AP019857.1,plasmid,34581,102846,0.336240593,0.351641571,0.959100728,34456,125,0.956202624,98639.67346,Escherichia coli O8:H8,16F5M1D1,Pseudomonadota,Gammaproteobacteria,Homo,stool,Humans,Escherichia,4800098,0.021425813
GCF_009618015.1_ASM961801v1,NZ_AP019858.1,plasmid,19505,3717,5.247511434,0.351641571,14.92190058,19505,0,14.92289841,55464.70445,Escherichia coli O8:H8,16F5M1D1,Pseudomonadota,Gammaproteobacteria,Homo,stool,Humans,Escherichia,4800098,0.000774359
GCF_009618015.1_ASM961801v1,NZ_AP019859.1,plasmid,23999,2732,8.784407028,0.351641571,24.97946883,23999,0,24.98113921,68243.90884,Escherichia coli O8:H8,16F5M1D1,Pseudomonadota,Gammaproteobacteria,Homo,stool,Humans,Escherichia,4800098,0.000569155
GCF_905330385.2_AI2872v1_cpp,NZ_OW967830.1,chromosome,4870236,5187671,0.938809728,0.938809728,1,4867379,2857,1,5187671,Serratia marcescens,0,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Universitario Ramon y Cajal (Madrid),Humans,Serratia,5187671,1
GCF_905330385.2_AI2872v1_cpp,NZ_OW967831.1,plasmid,229880,63570,3.61617115,0.938809728,3.901021405,226041,3839,3.851868001,247987.9307,Serratia marcescens,0,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Universitario Ramon y Cajal (Madrid),Humans,Serratia,5187671,0.012254054
GCF_021559755.1_ASM2155975v1,NZ_CP056042.1,chromosome,4392714,3745902,1.172671896,1.172671896,1,4378359,14355,1,3745902,Agrobacterium vitis,CG678,Pseudomonadota,Alphaproteobacteria,Vitis vinifera,NA,Plants,Agrobacterium,3745902,1
GCF_021559755.1_ASM2155975v1,NZ_CP056043.1,chromosome,1174695,1128071,1.041330732,1.172671896,0.889490171,1173039,1656,0.88799837,1003408.067,Agrobacterium vitis,CG678,Pseudomonadota,Alphaproteobacteria,Vitis vinifera,NA,Plants,Agrobacterium,3745902,0.301148028
GCF_021559755.1_ASM2155975v1,NZ_CP056044.1,plasmid,537367,514751,1.043935806,1.172671896,0.891482617,534901,2466,0.890219856,458891.5687,Agrobacterium vitis,CG678,Pseudomonadota,Alphaproteobacteria,Vitis vinifera,NA,Plants,Agrobacterium,3745902,0.137417103
GCF_021559755.1_ASM2155975v1,NZ_CP056045.1,plasmid,341666,370902,0.921175944,1.172671896,0.786737832,336970,4696,0.78553596,291802.6353,Agrobacterium vitis,CG678,Pseudomonadota,Alphaproteobacteria,Vitis vinifera,NA,Plants,Agrobacterium,3745902,0.099015404
GCF_021559755.1_ASM2155975v1,NZ_CP056046.1,plasmid,294886,258841,1.139255373,1.172671896,0.973194287,287750,7136,0.971503945,251902.5825,Agrobacterium vitis,CG678,Pseudomonadota,Alphaproteobacteria,Vitis vinifera,NA,Plants,Agrobacterium,3745902,0.069099779
GCF_004847345.1_ASM484734v1,NZ_CP039482.1,chromosome,5934687,4726558,1.255604395,1.255604395,1,5934679,8,1,4726558,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000954,CFSAN000954,Pseudomonadota,Gammaproteobacteria,Homo sapiens,stool,Humans,Salmonella,4726558,1
GCF_004847345.1_ASM484734v1,NZ_CP039483.1,plasmid,64396,81939,0.785901707,1.255604395,0.625922419,64388,8,0.625915065,51287.45711,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000954,CFSAN000954,Pseudomonadota,Gammaproteobacteria,Homo sapiens,stool,Humans,Salmonella,4726558,0.017335871
GCF_032351055.1_ASM3235105v1,NZ_CP135488.1,chromosome,1322621,4758695,0.277937754,0.277937754,1,1321028,1593,1,4758695,Escherichia coli,isolateD,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,4758695,1
GCF_032351055.1_ASM3235105v1,NZ_CP135489.1,plasmid,17939,148746,0.120601562,0.277937754,0.438672025,16886,1053,0.433915726,65250.709,Escherichia coli,isolateD,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,4758695,0.031257729
GCF_032351055.1_ASM3235105v1,NZ_CP135492.1,plasmid,11367,2213,5.136466335,0.277937754,18.47419666,11367,0,18.48063555,40883.39722,Escherichia coli,isolateD,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,4758695,0.000465043
GCF_000750275.1_ASM75027v1,NZ_CP008905.1,chromosome,2737981,4621385,0.592458971,0.592458971,1,2731776,6205,1,4621385,Enterobacter hormaechei subsp. hoffmannii ECR091,ECR091,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Enterobacter,4621385,1
GCF_000750275.1_ASM75027v1,NZ_CP008906.1,plasmid,73970,176943,0.418044229,0.592458971,0.707224338,73221,749,0.705608742,125138.396,Enterobacter hormaechei subsp. hoffmannii ECR091,ECR091,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Enterobacter,4621385,0.038287873
GCF_000750275.1_ASM75027v1,NZ_CP008907.1,plasmid,63789,111227,0.573502837,0.592458971,0.979429871,63136,653,0.968004309,108939.0462,Enterobacter hormaechei subsp. hoffmannii ECR091,ECR091,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Enterobacter,4621385,0.024067893
GCF_000750275.1_ASM75027v1,NZ_CP008908.1,plasmid,72719,50333,1.444757912,0.592458971,2.447944503,71761,958,2.438578845,123212.3907,Enterobacter hormaechei subsp. hoffmannii ECR091,ECR091,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Enterobacter,4621385,0.010891324
GCF_032375145.1_ASM3237514v1,NZ_CP135719.1,chromosome,1016667,5284425,0.192389333,0.192389333,1,1014889,1778,1,5284425,Escherichia coli,TUM1226,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,5284425,1
GCF_032375145.1_ASM3237514v1,NZ_CP135720.1,plasmid,49234,114077,0.431585683,0.192389333,2.278816302,47769,1465,2.243293207,259960.5272,Escherichia coli,TUM1226,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,5284425,0.021587401
GCF_032375145.1_ASM3237514v1,NZ_CP135721.1,plasmid,53682,70302,0.763591363,0.192389333,4.000180583,53062,620,3.96899013,281220.6953,Escherichia coli,TUM1226,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,5284425,0.013303623
GCF_024266225.1_ASM2426622v1,NZ_CP100739.1,chromosome,759024,4790069,0.158457843,0.158457843,1,759024,0,1,4790069,Salmonella enterica subsp. enterica serovar Typhimurium,R18.0292,Pseudomonadota,Gammaproteobacteria,Homo sapiens,stool,Humans,Salmonella,4790069,1
GCF_024266225.1_ASM2426622v1,NZ_CP100740.1,plasmid,38969,199721,0.195117188,0.158457843,1.232381273,38697,272,1.231350782,246132.4203,Salmonella enterica subsp. enterica serovar Typhimurium,R18.0292,Pseudomonadota,Gammaproteobacteria,Homo sapiens,stool,Humans,Salmonella,4790069,0.041694806
GCF_024266225.1_ASM2426622v1,NZ_CP100741.1,plasmid,13453,88662,0.15173355,0.158457843,0.959371209,13319,134,0.957564153,85059.77009,Salmonella enterica subsp. enterica serovar Typhimurium,R18.0292,Pseudomonadota,Gammaproteobacteria,Homo sapiens,stool,Humans,Salmonella,4790069,0.018509545
GCF_024266225.1_ASM2426622v1,NZ_CP100742.1,plasmid,11196,5892,1.900203666,0.158457843,11.99185622,11196,0,11.99185622,70656.01684,Salmonella enterica subsp. enterica serovar Typhimurium,R18.0292,Pseudomonadota,Gammaproteobacteria,Homo sapiens,stool,Humans,Salmonella,4790069,0.001230045
GCF_003073775.1_ASM307377v1,NZ_CP029086.1,chromosome,17343731,2749935,6.306960346,6.306960346,1,17343731,0,1,2749935,Staphylococcus aureus,AR462,Terrabacteria group,Bacillota,NA,NA,Unannotated,Staphylococcus,2749935,1
GCF_003073775.1_ASM307377v1,NZ_CP029085.1,plasmid,739271,27267,27.11229692,6.306960346,4.298789817,739271,0,4.298789817,117215.102,Staphylococcus aureus,AR462,Terrabacteria group,Bacillota,NA,NA,Unannotated,Staphylococcus,2749935,0.009915507
GCF_032375245.1_ASM3237524v1,NZ_CP135664.1,chromosome,3410783,5113034,0.667076143,0.667076143,1,3405767,5016,1,5113034,Escherichia coli,TUM9975,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,5113034,1
GCF_032375245.1_ASM3237524v1,NZ_CP135665.1,plasmid,71431,97430,0.733152007,0.667076143,1.112667939,70557,874,1.099052956,108407.2373,Escherichia coli,TUM9975,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,5113034,0.019055222
GCF_032375245.1_ASM3237524v1,NZ_CP135666.1,plasmid,60766,94265,0.644629502,0.667076143,0.974048459,59982,784,0.966350706,91818.67801,Escherichia coli,TUM9975,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,5113034,0.018436216
GCF_032375245.1_ASM3237524v1,NZ_CP135667.1,plasmid,60983,76366,0.798562187,0.667076143,1.213632443,59676,1307,1.197108,92680.25515,Escherichia coli,TUM9975,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,5113034,0.014935555
GCF_032375245.1_ASM3237524v1,NZ_CP135668.1,plasmid,36223,37040,0.977942765,0.667076143,1.49266948,34078,2145,1.4660137,55288.47755,Escherichia coli,TUM9975,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,5113034,0.007244231
GCF_032375245.1_ASM3237524v1,NZ_CP135669.1,plasmid,147638,5167,28.57325334,0.667076143,42.81708548,147638,0,42.833571,221235.8807,Escherichia coli,TUM9975,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,5113034,0.001010555
GCF_032375245.1_ASM3237524v1,NZ_CP135670.1,plasmid,50861,4064,12.51500984,0.667076143,18.75377087,50861,0,18.76099149,76215.32482,Escherichia coli,TUM9975,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,5113034,0.000794831
GCF_026506415.1_ASM2650641v1,NZ_CP097726.1,chromosome,11522620,4988424,2.309871815,2.309871815,1,11511940,10680,1,4988424,Escherichia coli,MS1050,Pseudomonadota,Gammaproteobacteria,NA,Chicken heart (Gallus gallus),Food,Escherichia,4988424,1
GCF_026506415.1_ASM2650641v1,NZ_CP097727.1,plasmid,263712,203859,1.293599988,2.309871815,0.564865707,254434,9278,0.560031072,115152.9582,Escherichia coli,MS1050,Pseudomonadota,Gammaproteobacteria,NA,Chicken heart (Gallus gallus),Food,Escherichia,4988424,0.040866414
GCF_026506415.1_ASM2650641v1,NZ_CP097728.1,plasmid,136537,117915,1.157927321,2.309871815,0.501112295,136297,240,0.501295056,59088.65626,Escherichia coli,MS1050,Pseudomonadota,Gammaproteobacteria,NA,Chicken heart (Gallus gallus),Food,Escherichia,4988424,0.023637726
GCF_032377095.1_ASM3237709v1,NZ_CP135691.1,chromosome,3628887,4991700,0.726984194,0.726984194,1,3621869,7018,1,4991700,Escherichia coli,TUM2802,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,4991700,1
GCF_032377095.1_ASM3237709v1,NZ_CP135692.1,plasmid,150289,160056,0.938977608,0.726984194,1.348388759,134968,15321,1.291606634,215817.7112,Escherichia coli,TUM2802,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,4991700,0.032064427
GCF_032377095.1_ASM3237709v1,NZ_CP135693.1,plasmid,85667,72904,1.17506584,0.726984194,1.681509138,75349,10318,1.616356793,122588.7422,Escherichia coli,TUM2802,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,4991700,0.014605044
GCF_032377095.1_ASM3237709v1,NZ_CP135694.1,plasmid,70932,37161,1.908775329,0.726984194,2.62380034,70932,0,2.625607744,97503.04442,Escherichia coli,TUM2802,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,4991700,0.007444558
GCF_032377095.1_ASM3237709v1,NZ_CP135695.1,plasmid,30245,6211,4.869586218,0.726984194,7.281047459,28481,1764,6.698338506,45222.58577,Escherichia coli,TUM2802,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,4991700,0.001244265
GCF_032377095.1_ASM3237709v1,NZ_CP135696.1,plasmid,180268,5167,34.88832979,0.726984194,47.9829071,179703,565,47.99049289,247927.681,Escherichia coli,TUM2802,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,4991700,0.001035118
GCF_025369755.1_ASM2536975v1,NZ_CP104438.1,chromosome,1917574,2319385,0.82675968,0.82675968,1,1909348,8226,1,2319385,Limosilactobacillus reuteri,AM_LB1,Terrabacteria group,Bacillota,Gallus gallus,feces,Livestock,Limosilactobacillus,2319385,1
GCF_025369755.1_ASM2536975v1,NZ_CP104440.1,plasmid,100053,12032,8.315575133,0.82675968,10.0325872,100053,0,10.05803178,120712.0892,Limosilactobacillus reuteri,AM_LB1,Terrabacteria group,Bacillota,Gallus gallus,feces,Livestock,Limosilactobacillus,2319385,0.005187582
