AnnotationAccession,SeqID,SeqType,SeqLength,CDS_count,CDS_length,transposase_count, transposase_length
GCF_021184225.1_ASM2118422v1,NZ_CP089234.1,chromosome,5420844,4872,4617447,21,18546
GCF_021184225.1_ASM2118422v1,NZ_CP089235.1,plasmid,226890,184,142209,14,16398
GCF_023159115.1_ASM2315911v1,NZ_CP096169.1,chromosome,4588751,3877,3880023,64,71241
GCF_023159115.1_ASM2315911v1,NZ_CP096170.1,plasmid,152348,178,126411,8,6981
GCF_024299105.1_ASM2429910v1,NZ_CP091971.1,chromosome,5327038,5188,4425177,16,17940
GCF_024299105.1_ASM2429910v1,NZ_CP091972.1,plasmid,39154,54,35127,0,0
GCF_024299105.1_ASM2429910v1,NZ_CP091973.1,plasmid,411764,358,299961,12,17778
GCF_016801655.1_ASM1680165v1,NZ_CP060470.1,chromosome,5222784,4219,4355946,52,58173
GCF_016801655.1_ASM1680165v1,NZ_CP060475.1,plasmid,24453,22,22692,1,2976
GCF_016801655.1_ASM1680165v1,NZ_CP060474.1,plasmid,30179,36,26634,1,2976
GCF_016801655.1_ASM1680165v1,NZ_CP060473.1,plasmid,42717,48,34881,2,3801
GCF_016801655.1_ASM1680165v1,NZ_CP060472.1,plasmid,56563,54,38241,4,4497
GCF_016801655.1_ASM1680165v1,NZ_CP060471.1,plasmid,219409,220,191643,1,2994
GCF_000015365.1_ASM1536v1,NC_008740.1,chromosome,4326849,3900,3918684,92,111786
GCF_000015365.1_ASM1536v1,NC_008738.1,plasmid,239623,223,209730,11,14010
GCF_000015365.1_ASM1536v1,NC_008739.1,plasmid,213290,203,171003,14,14868
GCF_000020045.1_ASM2004v1,NC_010622.1,chromosome,3479187,3071,2978415,9,6273
GCF_000020045.1_ASM2004v1,NC_010623.1,chromosome,2697374,2356,2269125,21,19635
GCF_000020045.1_ASM2004v1,NC_010625.1,plasmid,1904893,1632,1585002,16,19449
GCF_000020045.1_ASM2004v1,NC_010627.1,plasmid,595108,459,410640,29,28548
GCF_000833045.1_ASM83304v1,NZ_CP009968.1,chromosome,5305318,5200,4404504,7,6831
GCF_000833045.1_ASM83304v1,NZ_CP009967.1,plasmid,465970,381,277920,25,29433
GCF_000833045.1_ASM83304v1,NZ_CP009966.1,plasmid,53501,47,32304,1,1431
GCF_000833045.1_ASM83304v1,NZ_CP009969.1,plasmid,9146,10,5640,0,0
GCF_000833045.1_ASM83304v1,NZ_CP009970.1,plasmid,7863,8,4560,0,0
GCF_000833045.1_ASM83304v1,NZ_CP009965.1,plasmid,4983,4,3111,0,0
GCF_029625395.1_ASM2962539v1,NZ_CP121201.1,chromosome,2072888,1909,1727574,26,22191
GCF_029625395.1_ASM2962539v1,NZ_CP121202.1,plasmid,2441,2,1269,0,0
GCF_020695625.1_ASM2069562v1,NZ_CP085764.1,chromosome,5990489,5433,5217027,51,51372
GCF_020695625.1_ASM2069562v1,NZ_CP085765.1,plasmid,100320,109,80178,5,4674
GCF_020695625.1_ASM2069562v1,NZ_CP085766.1,plasmid,364473,365,292281,17,15765
GCF_023362175.1_ASM2336217v1,NZ_CP096757.1,chromosome,3991996,3652,3438021,42,43953
GCF_023362175.1_ASM2336217v1,NZ_CP096758.1,plasmid,11194,13,8334,0,0
GCF_025946985.1_ASM2594698v1,NZ_CP109973.1,chromosome,5440545,5154,4754430,60,59592
GCF_025946985.1_ASM2594698v1,NZ_CP109974.1,plasmid,192941,179,140445,20,22062
GCF_025946985.1_ASM2594698v1,NZ_CP109975.1,plasmid,162625,168,109866,14,11892
GCF_025946985.1_ASM2594698v1,NZ_CP109976.1,plasmid,83551,85,64416,6,6006
GCF_025946985.1_ASM2594698v1,NZ_CP109977.1,plasmid,11970,14,8997,0,0
GCF_025946985.1_ASM2594698v1,NZ_CP109978.1,plasmid,5596,10,3120,0,0
GCF_003342695.1_ASM334269v1,NZ_CP031150.1,chromosome,3325235,3398,2944650,30,31503
GCF_003342695.1_ASM334269v1,NZ_CP031151.1,plasmid,112309,90,96090,1,1281
GCF_003342695.1_ASM334269v1,NZ_CP031152.1,plasmid,91783,87,64791,2,1755
GCF_025369755.1_ASM2536975v1,NZ_CP104438.1,chromosome,2319385,2172,1948701,110,102339
GCF_025369755.1_ASM2536975v1,NZ_CP104439.1,plasmid,10428,15,6633,0,0
GCF_025369755.1_ASM2536975v1,NZ_CP104441.1,plasmid,4168,4,2928,0,0
GCF_025369755.1_ASM2536975v1,NZ_CP104440.1,plasmid,12032,12,8886,0,0
GCF_030062875.1_ASM3006287v1,NZ_CP114512.1,chromosome,1892464,1776,1649340,69,65898
GCF_030062875.1_ASM3006287v1,NZ_CP114513.1,plasmid,213647,214,181797,9,8304
GCF_030062875.1_ASM3006287v1,NZ_CP114514.1,plasmid,126456,140,100578,0,0
GCF_003180975.1_ASM318097v1,NZ_CP029574.1,chromosome,4771844,4289,4087956,89,71742
GCF_003180975.1_ASM318097v1,NZ_CP029575.1,plasmid,156518,162,115311,26,22800
GCF_020535225.1_ASM2053522v1,NZ_CP084921.1,chromosome,3929548,3651,3397095,34,32868
GCF_020535225.1_ASM2053522v1,NZ_CP084922.1,plasmid,95483,76,61334,3,2835
GCF_020535225.1_ASM2053522v1,NZ_CP084923.1,plasmid,58452,60,32289,0,0
GCF_020535225.1_ASM2053522v1,NZ_CP084924.1,plasmid,89672,61,55417,2,2334
GCF_024532075.1_ASM2453207v1,NZ_CP099871.1,chromosome,4700965,4286,4025565,39,32961
GCF_024532075.1_ASM2453207v1,NZ_CP099872.1,plasmid,145531,119,97224,11,9537
GCF_024532075.1_ASM2453207v1,NZ_CP099873.1,plasmid,37918,41,26514,0,0
GCF_023546985.1_ASM2354698v1,NZ_CP097467.1,chromosome,4204437,4034,3683931,8,7575
GCF_023546985.1_ASM2354698v1,NZ_CP097468.1,plasmid,122487,174,97092,0,0
GCF_023546985.1_ASM2354698v1,NZ_CP097469.1,plasmid,13925,24,12690,0,0
GCF_036324685.1_ASM3632468v1,NZ_CP143341.1,chromosome,5257801,4849,4606821,25,22755
GCF_036324685.1_ASM3632468v1,NZ_CP143342.1,plasmid,76286,81,65793,0,0
GCF_036324685.1_ASM3632468v1,NZ_CP143343.1,plasmid,46161,56,38223,5,6870
GCF_928371855.1_BB1501_assembly_hybrid,NZ_OV753634.1,chromosome,5338793,4990,4650900,32,26538
GCF_928371855.1_BB1501_assembly_hybrid,NZ_OV753635.1,plasmid,207699,157,135723,15,12726
GCF_928371855.1_BB1501_assembly_hybrid,NZ_OV753636.1,plasmid,120625,132,81504,12,13458
GCF_928371855.1_BB1501_assembly_hybrid,NZ_OV753638.1,plasmid,4783,6,1950,0,0
GCF_928371855.1_BB1501_assembly_hybrid,NZ_OV753639.1,plasmid,4494,7,2466,0,0
GCF_928371855.1_BB1501_assembly_hybrid,NZ_OV753640.1,plasmid,3539,3,1581,1,699
GCF_928371855.1_BB1501_assembly_hybrid,NZ_OV753641.1,plasmid,3512,6,1620,0,0
GCF_928371855.1_BB1501_assembly_hybrid,NZ_OV753642.1,plasmid,2511,3,558,0,0
GCF_928371855.1_BB1501_assembly_hybrid,NZ_OV753637.1,plasmid,78541,88,61308,5,5085
GCF_001900675.1_ASM190067v1,NZ_CP010145.1,chromosome,4817460,4371,4147605,41,34599
GCF_001900675.1_ASM190067v1,NZ_CP010146.1,plasmid,112874,102,79494,14,14217
GCF_001900675.1_ASM190067v1,NZ_CP010147.1,plasmid,88754,71,56598,6,4707
GCF_017183875.1_ASM1718387v1,NZ_CP065183.1,chromosome,5132669,4999,4727763,10,10494
GCF_017183875.1_ASM1718387v1,NZ_CP065184.1,plasmid,18117,16,15411,0,0
GCF_002368255.1_ASM236825v1,NZ_AP018203.1,chromosome,6255463,5740,5372217,61,59610
GCF_002368255.1_ASM236825v1,NZ_AP018204.1,plasmid,411362,357,341010,8,9639
GCF_002368255.1_ASM236825v1,NZ_AP018205.1,plasmid,553673,387,457245,29,25608
GCF_002368255.1_ASM236825v1,NZ_AP018206.1,plasmid,13170,7,4839,2,1218
GCF_034424625.1_ASM3442462v1,NZ_CP139976.1,chromosome,6322531,5563,5704176,11,11577
GCF_034424625.1_ASM3442462v1,NZ_CP139977.1,plasmid,440276,277,340956,7,6060
GCF_003966835.1_ASM396683v1,NZ_AP018392.1,chromosome,3084917,2798,2544003,117,114087
GCF_003966835.1_ASM396683v1,NZ_AP018393.1,plasmid,45267,42,33687,6,5331
GCF_003966835.1_ASM396683v1,NZ_AP018394.1,plasmid,51020,42,33732,7,5616
GCF_005705815.1_ASM570581v1,NZ_CP039160.1,chromosome,2782298,2620,2316579,12,9408
GCF_005705815.1_ASM570581v1,NZ_CP039161.1,plasmid,2424,1,885,0,0
GCF_000015265.1_ASM1526v1,NC_008699.1,chromosome,4985871,4769,4561215,32,33966
GCF_000015265.1_ASM1526v1,NC_008697.1,plasmid,307814,278,264450,2,2679
GCF_000972785.3_ASM97278v3,NZ_CP011253.3,chromosome,5630311,4764,4788102,163,171249
GCF_000972785.3_ASM97278v3,NZ_CP011518.2,plasmid,633357,413,377748,79,69636
GCF_000972785.3_ASM97278v3,NZ_CP011519.2,plasmid,126976,104,90906,24,23781
GCF_000972785.3_ASM97278v3,NZ_CP011520.2,plasmid,75108,55,48357,18,17157
GCF_000972785.3_ASM97278v3,NZ_CP011521.2,plasmid,34979,39,27576,4,3987
GCF_003491165.1_ASM349116v1,NZ_CP023061.1,chromosome,5189917,4744,4421145,63,54153
GCF_003491165.1_ASM349116v1,NZ_CP023062.1,plasmid,77306,63,37098,6,4044
GCF_033192675.1_ASM3319267v1,NZ_CP136163.1,chromosome,5325683,4661,4441629,53,48852
GCF_033192675.1_ASM3319267v1,NZ_CP136164.1,plasmid,13184,11,7953,0,0
GCF_000306745.1_ASM30674v1,NC_018877.1,chromosome,5500501,5388,4516572,42,47799
GCF_000306745.1_ASM30674v1,NC_018885.1,plasmid,2062,3,1341,0,0
GCF_000306745.1_ASM30674v1,NC_018884.1,plasmid,5518,4,3111,0,0
GCF_000306745.1_ASM30674v1,NC_018883.1,plasmid,6880,7,4476,0,0
GCF_000306745.1_ASM30674v1,NC_018882.1,plasmid,7635,8,3999,0,0
GCF_000306745.1_ASM30674v1,NC_018881.1,plasmid,8240,10,5358,0,0
GCF_000306745.1_ASM30674v1,NC_018886.1,plasmid,8513,10,5121,0,0
GCF_000306745.1_ASM30674v1,NC_018880.1,plasmid,15189,14,10527,2,4401
GCF_000306745.1_ASM30674v1,NC_018879.1,plasmid,77895,87,61968,5,7872
GCF_000306745.1_ASM30674v1,NC_018878.1,plasmid,501911,709,409986,3,3024
GCF_022220985.1_ASM2222098v1,NZ_CP076173.1,chromosome,5224614,5048,4156983,9,9480
GCF_022220985.1_ASM2222098v1,NZ_CP076174.1,plasmid,181769,132,110424,5,7923
GCF_022220985.1_ASM2222098v1,NZ_CP076175.1,plasmid,94805,81,54711,0,0
GCF_900520305.1_ASM90052030v1,NZ_LS992171.1,chromosome,4757668,4352,4077120,71,60279
GCF_900520305.1_ASM90052030v1,NZ_LS992172.1,plasmid,117801,88,73356,11,7515
GCF_900520305.1_ASM90052030v1,NZ_LS992173.1,plasmid,16544,20,12060,1,3006
GCF_017352155.2_ASM1735215v2,NZ_CP071462.1,chromosome,3823492,3666,3182496,11,11787
GCF_017352155.2_ASM1735215v2,NZ_CP084319.1,plasmid,285490,247,222345,11,10164
GCF_017352155.2_ASM1735215v2,NZ_CP084320.1,plasmid,161705,152,130947,0,0
GCF_002208175.1_ASM220817v1,NZ_CP022005.1,chromosome,4668350,4081,3971883,23,19173
GCF_002208175.1_ASM220817v1,NZ_CP022006.1,chromosome,3922845,3163,3381534,11,10299
GCF_002208175.1_ASM220817v1,NZ_CP022007.1,plasmid,210524,201,155835,18,16101
GCF_002208175.1_ASM220817v1,NZ_CP022008.1,plasmid,26639,28,15096,1,1680
GCF_002208175.1_ASM220817v1,NZ_CP022009.1,plasmid,26479,26,9768,0,0
GCF_028221025.1_ASM2822102v1,NZ_CP107383.1,chromosome,5440864,5167,4763349,50,49020
GCF_028221025.1_ASM2822102v1,NZ_CP107384.1,plasmid,194591,180,141534,20,22038
GCF_028221025.1_ASM2822102v1,NZ_CP107385.1,plasmid,134592,147,92355,12,11562
GCF_028221025.1_ASM2822102v1,NZ_CP107386.1,plasmid,111727,109,96381,0,0
GCF_028221025.1_ASM2822102v1,NZ_CP107387.1,plasmid,84876,86,65187,6,6006
GCF_028221025.1_ASM2822102v1,NZ_CP107388.1,plasmid,11940,14,8997,0,0
GCF_028221025.1_ASM2822102v1,NZ_CP107389.1,plasmid,5596,10,3120,0,0
GCF_000438585.1_ASM43858v1,NC_021838.1,chromosome,3034043,2946,2695461,6,3267
GCF_000438585.1_ASM43858v1,NC_021828.1,plasmid,57557,57,45633,9,9276
GCF_904830845.1_PA_No.365,NZ_LR882944.1,chromosome,4711865,4153,4009887,36,34095
GCF_904830845.1_PA_No.365,NZ_LR882945.1,plasmid,64491,54,49749,5,7428
GCF_904830845.1_PA_No.365,NZ_LR882946.1,plasmid,39671,35,34527,0,0
GCF_904830845.1_PA_No.365,NZ_LR882947.1,plasmid,22989,19,21789,1,834
GCF_904830845.1_PA_No.365,NZ_LR882948.1,plasmid,135980,128,111457,1,921
GCF_900243355.1_RW109,NZ_LT969520.1,chromosome,7049347,6510,6253938,71,80175
GCF_900243355.1_RW109,NZ_LT969519.1,plasmid,555265,586,461214,24,26112
GCF_900243355.1_RW109,NZ_LT969521.1,plasmid,151612,162,133548,11,12681
GCF_002735385.1_ASM273538v2,NZ_CP037997.1,chromosome,4807231,3923,3563640,72,72939
GCF_002735385.1_ASM273538v2,NZ_CP037998.1,plasmid,8401,11,6252,0,0
GCF_002735385.1_ASM273538v2,NZ_CP037999.1,plasmid,6015,10,5460,0,0
GCF_002735385.1_ASM273538v2,NZ_CP038000.1,plasmid,2690,4,1245,0,0
GCF_025272815.1_ASM2527281v1,NZ_CP102089.1,chromosome,2482563,2281,2110860,3,1944
GCF_025272815.1_ASM2527281v1,NZ_CP102090.1,plasmid,9274,8,6120,0,0
GCF_030263875.1_ASM3026387v1,NZ_CP127153.1,chromosome,5501904,5262,4810557,55,53748
GCF_030263875.1_ASM3026387v1,NZ_CP127154.1,plasmid,221844,201,162705,24,26268
GCF_030263875.1_ASM3026387v1,NZ_CP127155.1,plasmid,123027,145,86277,13,12261
GCF_030263875.1_ASM3026387v1,NZ_CP127156.1,plasmid,83572,85,64308,6,6006
GCF_030263875.1_ASM3026387v1,NZ_CP127157.1,plasmid,11971,14,8997,0,0
GCF_030263875.1_ASM3026387v1,NZ_CP127158.1,plasmid,5596,10,3120,0,0
GCF_030867405.1_ASM3086740v1,NZ_CP121776.1,chromosome,3567832,3205,2997603,118,106449
GCF_030867405.1_ASM3086740v1,NZ_CP121777.1,plasmid,378197,355,310683,32,30834
GCF_030867405.1_ASM3086740v1,NZ_CP121778.1,plasmid,44599,47,38790,7,5742
GCF_030867405.1_ASM3086740v1,NZ_CP121779.1,plasmid,41087,45,33681,2,2103
GCF_030867405.1_ASM3086740v1,NZ_CP121780.1,plasmid,22357,23,18447,2,2061
GCF_030867405.1_ASM3086740v1,NZ_CP121781.1,plasmid,13499,18,9996,1,1326
GCF_030867405.1_ASM3086740v1,NZ_CP121782.1,plasmid,8636,9,6234,0,0
GCF_030867405.1_ASM3086740v1,NZ_CP121783.1,plasmid,7579,10,5322,0,0
GCF_030867405.1_ASM3086740v1,NZ_CP121784.1,plasmid,6289,7,4887,0,0
GCF_030867405.1_ASM3086740v1,NZ_CP121785.1,plasmid,6147,6,4632,0,0
GCF_030867405.1_ASM3086740v1,NZ_CP121786.1,plasmid,4135,3,3006,0,0
GCF_030867405.1_ASM3086740v1,NZ_CP121787.1,plasmid,2356,1,180,0,0
GCF_013267455.1_ASM1326745v1,NZ_CP053991.1,chromosome,5271029,5232,4409550,13,11037
GCF_013267455.1_ASM1326745v1,NZ_CP053990.1,plasmid,51528,78,43677,0,0
GCF_013267455.1_ASM1326745v1,NZ_CP053992.1,plasmid,312478,271,225183,4,5367
GCF_013267455.1_ASM1326745v1,NZ_CP053993.1,plasmid,7300,10,3882,0,0
GCF_025171075.1_ASM2517107v1,NZ_CP098536.1,chromosome,2210202,2006,1705353,32,23541
GCF_025171075.1_ASM2517107v1,NZ_CP098537.1,plasmid,4207,10,3957,0,0
GCF_001753185.1_ASM175318v1,NZ_CP017450.1,chromosome,6174401,5627,5349906,38,33387
GCF_001753185.1_ASM175318v1,NZ_CP017451.1,plasmid,526446,477,397812,46,49149
GCF_001753185.1_ASM175318v1,NZ_CP017452.1,plasmid,89552,88,68112,11,11691
GCF_031216075.1_ASM3121607v1,NZ_CP091444.1,chromosome,5250910,5076,4313574,25,25032
GCF_031216075.1_ASM3121607v1,NZ_CP091445.1,plasmid,379616,301,253944,15,16221
GCF_031216075.1_ASM3121607v1,NZ_CP091446.1,plasmid,81220,89,66102,1,339
GCF_031216075.1_ASM3121607v1,NZ_CP091447.1,plasmid,36156,35,26610,0,0
GCF_031216075.1_ASM3121607v1,NZ_CP091448.1,plasmid,10376,10,7359,0,0
GCF_031216075.1_ASM3121607v1,NZ_CP091449.1,plasmid,7380,9,3516,0,0
GCF_024442335.1_ASM2444233v1,NZ_CP101651.1,chromosome,8577985,7588,7642107,21,18900
GCF_024442335.1_ASM2444233v1,NZ_CP101652.1,plasmid,33509,40,27444,0,0
GCF_003073995.1_ASM307399v1,NZ_CP029126.1,chromosome,4891057,4488,4317669,28,23976
GCF_003073995.1_ASM307399v1,NZ_CP029124.1,plasmid,2692,3,1950,0,0
GCF_003073995.1_ASM307399v1,NZ_CP029125.1,plasmid,4096,7,1911,0,0
GCF_000961155.1_ASM96115v1,NZ_CP008989.1,chromosome,5123664,4143,4300317,28,31863
GCF_000961155.1_ASM96115v1,NZ_CP008987.1,plasmid,33703,33,24405,3,5280
GCF_000961155.1_ASM96115v1,NZ_CP008988.1,plasmid,64920,60,50847,4,7575
GCF_007185035.1_ASM718503v1,NZ_AP019751.1,chromosome,2905582,2765,2419932,6,4149
GCF_007185035.1_ASM718503v1,NZ_AP019752.1,plasmid,51624,50,36141,4,2700
GCF_019395145.1_ASM1939514v1,NZ_CP080034.1,chromosome,3747438,3579,3381228,13,12084
GCF_019395145.1_ASM1939514v1,NZ_CP080035.1,plasmid,76784,81,60435,1,2886
GCF_024205225.1_ASM2420522v1,NZ_CP100553.1,chromosome,5414044,4969,4821681,27,28284
GCF_024205225.1_ASM2420522v1,NZ_CP100554.1,plasmid,83915,91,65730,6,8478
GCF_014168935.1_ASM1416893v1,NZ_AP022030.1,chromosome,4605707,4168,3928650,78,60906
GCF_014168935.1_ASM1416893v1,NZ_AP022031.1,plasmid,76037,75,58110,4,3315
GCF_000814305.1_ASM81430v1,NZ_CP010392.1,chromosome,5313576,5046,4655625,42,40347
GCF_000814305.1_ASM81430v1,NZ_CP010394.1,plasmid,13841,14,10404,2,3711
GCF_000814305.1_ASM81430v1,NZ_CP010393.1,plasmid,207543,199,157074,16,14109
GCF_000814305.1_ASM81430v1,NZ_CP010395.1,plasmid,43380,52,35517,2,3723
GCF_000814305.1_ASM81430v1,NZ_CP010396.1,plasmid,71572,59,51519,18,24777
GCF_001664325.1_ASM166432v1,NZ_CP013495.1,chromosome,4426941,4190,3841704,18,19404
GCF_001664325.1_ASM166432v1,NZ_CP013496.1,plasmid,315154,307,289617,1,1374
GCF_001664325.1_ASM166432v1,NZ_CP013497.1,plasmid,439584,331,286854,22,18687
GCF_001664325.1_ASM166432v1,NZ_CP013498.1,plasmid,501077,466,449526,0,0
GCF_001664325.1_ASM166432v1,NZ_CP013499.1,plasmid,742499,674,648540,5,4419
GCF_022368895.1_ASM2236889v1,NZ_CP058714.1,chromosome,4973495,4541,4328091,39,36795
GCF_022368895.1_ASM2236889v1,NZ_CP058715.1,plasmid,126040,144,101475,8,6810
GCF_022368895.1_ASM2236889v1,NZ_CP058716.1,plasmid,235360,239,182304,17,14385
GCF_022368895.1_ASM2236889v1,NZ_CP058717.1,plasmid,97389,74,50376,18,14028
GCF_022368895.1_ASM2236889v1,NZ_CP058718.1,plasmid,48680,36,23988,8,5814
GCF_001718975.1_ASM171897v1,NZ_CP013463.1,chromosome,3531036,3204,3097962,17,15645
GCF_001718975.1_ASM171897v1,NZ_CP013464.1,chromosome,3094056,2737,2716578,4,3909
GCF_001718975.1_ASM171897v1,NZ_CP013465.1,chromosome,824232,642,724665,6,7224
GCF_001718975.1_ASM171897v1,NZ_CP013462.1,plasmid,14087,18,9480,0,0
GCF_036010445.1_ASM3601044v1,NZ_CP108565.1,chromosome,8249142,7141,7183452,34,31935
GCF_036010445.1_ASM3601044v1,NZ_CP108566.1,plasmid,427794,364,304368,27,26874
GCF_013328855.1_ASM1332885v1,NZ_CP054422.1,chromosome,4832352,4272,4071699,57,51192
GCF_013328855.1_ASM1332885v1,NZ_CP054423.1,plasmid,42668,49,31965,2,1971
GCF_027944835.1_ASM2794483v1,NZ_CP116145.1,chromosome,5029720,4639,4364688,65,59748
GCF_027944835.1_ASM2794483v1,NZ_CP116149.1,plasmid,5167,5,2985,0,0
GCF_027944835.1_ASM2794483v1,NZ_CP116146.1,plasmid,107932,106,76905,14,10539
GCF_027944835.1_ASM2794483v1,NZ_CP116148.1,plasmid,13744,16,9075,4,3654
GCF_027944835.1_ASM2794483v1,NZ_CP116150.1,plasmid,4087,3,3123,0,0
GCF_027944835.1_ASM2794483v1,NZ_CP116151.1,plasmid,1552,1,477,0,0
GCF_027944835.1_ASM2794483v1,NZ_CP116147.1,plasmid,82763,90,63858,5,4020
GCF_022936265.1_ASM2293626v1,NZ_CP090007.1,chromosome,2096969,1827,1818777,11,5715
GCF_022936265.1_ASM2293626v1,NZ_CP090008.1,plasmid,164439,152,124122,3,1641
GCF_003586025.1_ASM358602v1,NZ_CP024908.1,chromosome,4753669,4465,4213284,15,14577
GCF_003586025.1_ASM358602v1,NZ_CP024909.1,plasmid,108404,125,92766,0,0
GCF_003586025.1_ASM358602v1,NZ_CP024910.1,plasmid,351806,338,275394,36,42828
GCF_009362915.1_ASM936291v1,NZ_CP045224.1,chromosome,4100340,3594,3351228,36,32736
GCF_009362915.1_ASM936291v1,NZ_CP045225.1,plasmid,42254,45,36111,0,0
GCF_025402875.1_ASM2540287v1,NZ_CP104755.1,chromosome,4589493,3845,3879273,80,92556
GCF_025402875.1_ASM2540287v1,NZ_CP104756.1,plasmid,41617,46,33444,3,7185
GCF_025258785.1_ASM2525878v1,NZ_CP104347.1,chromosome,4095798,3818,3495729,87,82653
GCF_025258785.1_ASM2525878v1,NZ_CP104346.1,plasmid,50025,81,44625,0,0
GCF_025258785.1_ASM2525878v1,NZ_CP104345.1,plasmid,338291,304,281988,36,34515
GCF_025144335.1_ASM2514433v1,NZ_CP083539.1,chromosome,3248776,3141,2944266,4,3924
GCF_025144335.1_ASM2514433v1,NZ_CP083540.1,plasmid,12037,8,9126,1,699
GCF_025144335.1_ASM2514433v1,NZ_CP083541.1,plasmid,17874,9,13239,0,0
GCF_025144335.1_ASM2514433v1,NZ_CP083542.1,plasmid,21478,16,19620,1,783
GCF_025144335.1_ASM2514433v1,NZ_CP083543.1,plasmid,26219,22,21564,0,0
GCF_025144335.1_ASM2514433v1,NZ_CP083544.1,plasmid,32506,28,27483,0,0
GCF_025144335.1_ASM2514433v1,NZ_CP083545.1,plasmid,63148,50,57393,0,0
GCF_021729925.1_ASM2172992v1,NZ_CP063878.1,chromosome,5487893,5147,4749228,22,18249
GCF_021729925.1_ASM2172992v1,NZ_CP063879.1,plasmid,131081,105,79131,10,9135
GCF_021729925.1_ASM2172992v1,NZ_CP063880.1,plasmid,37458,39,28860,7,7200
GCF_013167335.1_ASM1316733v1,NZ_CP038309.1,chromosome,5594529,5240,4690194,79,67539
GCF_013167335.1_ASM1316733v1,NZ_CP038312.1,plasmid,93182,82,72453,5,4656
GCF_013167335.1_ASM1316733v1,NZ_CP038310.1,plasmid,6042,9,3162,0,0
GCF_013167335.1_ASM1316733v1,NZ_CP038311.1,plasmid,43127,50,34674,5,4671
GCF_002000685.1_ASM200068v1,NZ_CP014415.1,chromosome,2919910,2797,2411964,12,6813
GCF_002000685.1_ASM200068v1,NZ_CP014416.1,plasmid,27098,26,16956,3,2025
GCF_002000685.1_ASM200068v1,NZ_CP014417.1,plasmid,2415,2,1212,0,0
GCF_002000685.1_ASM200068v1,NZ_CP014418.1,plasmid,3567,3,2532,0,0
GCF_002000685.1_ASM200068v1,NZ_CP014419.1,plasmid,32098,37,28293,0,0
GCF_016944655.1_ASM1694465v1,NZ_CP063487.1,chromosome,4541428,4135,3879642,78,60093
GCF_016944655.1_ASM1694465v1,NZ_CP063488.1,plasmid,172246,135,115689,29,24441
GCF_016944655.1_ASM1694465v1,NZ_CP063489.1,plasmid,33309,38,26772,1,705
GCF_016944655.1_ASM1694465v1,NZ_CP063490.1,plasmid,9902,9,5688,1,699
GCF_016944655.1_ASM1694465v1,NZ_CP063491.1,plasmid,9580,6,8457,0,0
GCF_008635785.2_ASM863578v2,NZ_AP024924.1,chromosome,5409095,4975,4554006,70,71658
GCF_008635785.2_ASM863578v2,NZ_AP024925.1,plasmid,93260,63,58458,21,15882
GCF_025311075.1_ASM2531107v1,NZ_CP104482.1,chromosome,4796592,4438,4171731,19,16056
GCF_025311075.1_ASM2531107v1,NZ_CP104483.1,plasmid,3282,3,1194,0,0
GCF_014718955.1_ASM1471895v1,NZ_CP061571.1,chromosome,3929385,3349,3013371,71,65418
GCF_014718955.1_ASM1471895v1,NZ_CP061572.1,plasmid,281459,268,233550,25,24825
GCF_014718955.1_ASM1471895v1,NZ_CP061573.1,plasmid,114524,98,63552,10,8814
GCF_014718955.1_ASM1471895v1,NZ_CP061574.1,plasmid,8694,10,5517,0,0
GCF_014718955.1_ASM1471895v1,NZ_CP061575.1,plasmid,5568,0,0,0,0
GCF_014718955.1_ASM1471895v1,NZ_CP061576.1,plasmid,4391,7,3228,0,0
GCF_014718955.1_ASM1471895v1,NZ_CP061577.1,plasmid,3492,4,3036,0,0
GCF_002025105.1_ASM202510v1,NZ_CP020002.1,chromosome,5790408,5636,4733667,28,30768
GCF_002025105.1_ASM202510v1,NZ_CP020003.1,plasmid,55336,70,45804,1,1197
GCF_002025105.1_ASM202510v1,NZ_CP020004.1,plasmid,49952,69,43926,0,0
GCF_002025105.1_ASM202510v1,NZ_CP020005.1,plasmid,408071,327,253320,17,26052
GCF_001457495.1_NCTC13435,NZ_LN831036.1,chromosome,2797452,2626,2325498,5,4005
GCF_001457495.1_NCTC13435,NZ_LN831037.1,plasmid,6578,5,3405,1,675
GCF_001457495.1_NCTC13435,NZ_LN831038.1,plasmid,5141,4,2220,1,675
GCF_004923295.1_ASM492329v1,NZ_CP039634.1,chromosome,2712114,2526,2373549,3,3027
GCF_004923295.1_ASM492329v1,NZ_CP039635.1,chromosome,1162302,973,1028532,2,1164
GCF_004923295.1_ASM492329v1,NZ_CP039636.1,chromosome,917252,735,814107,3,2643
GCF_004923295.1_ASM492329v1,NZ_CP039637.1,chromosome,912147,759,826605,0,0
GCF_004923295.1_ASM492329v1,NZ_CP039638.1,chromosome,583445,526,522447,1,1308
GCF_004923295.1_ASM492329v1,NZ_CP039639.1,chromosome,498809,411,448368,0,0
GCF_004923295.1_ASM492329v1,NZ_CP039640.1,plasmid,325924,231,294423,0,0
GCF_004923295.1_ASM492329v1,NZ_CP039641.1,plasmid,54389,67,50010,0,0
GCF_949786315.1_EC0026B_R3,NZ_OX460323.1,chromosome,4722421,4289,4011780,50,41385
GCF_949786315.1_EC0026B_R3,NZ_OX460325.1,plasmid,88442,96,72324,2,2145
