accession,md5,n_families_ge2,has_identical_pair,n_jump_families,max_distinct_contexts,jump_families
NZ_OV753637.1,8a29861a3b74c5220041529dd25ffe5b,3,1,1,2,IS6
NZ_CP079180.1,8a2b6262889d412091aaac74c2d1efc3,4,1,2,6,IS21;IS6
NZ_CP034821.1,8a2e7f7bf785e3a5b9f641a5ad7dd1f9,1,1,1,2,IS6
NZ_CP036076.1,8a30519c435e324130b4ad70f7c8e13d,3,1,2,5,IS4;IS6
NC_007930.1,8a32da9ce47f7c941a675f95ca978c1a,2,0,0,0,
NZ_CP048381.1,8a3606b492cfe5aca12453c1f019db9c,5,1,1,6,IS6
NZ_CP062224.1,8a3a8283a6818923c5981eafb91157f1,6,1,1,5,IS6
NZ_CP022926.1,8a3aef61ddd4f8a0ef3c2f7b13f9c567,7,1,1,7,IS6
NZ_CP096316.1,8a3db2c188be7b19e2f752b69ddfcbcb,3,1,2,2,IS6;IS91
NZ_CP022574.1,8a3e6170aa37b70a43da922448dfe62f,3,0,0,0,
NZ_LR135340.1,8a44c66d31e5266882765b15db222929,6,1,3,2,IS200/IS605;IS3;IS30
NZ_CP132283.1,8a46de886ee68ffd8add1eae0ad97f88,3,0,0,0,
NZ_CP042558.1,8a4a6c202a1431885e04a10e00160766,2,0,0,0,
NZ_CP117504.1,8a4fb7d34566702008a499d88e6e1331,3,1,2,2,IS256;IS3
NZ_CP020344.1,8a536cd95f254cd4fac57ffb66687d47,3,1,1,3,IS6
NZ_CP069864.1,8a6147b7cb3f0d5ec3ebdb295dd9c5f7,3,1,1,3,IS6
NZ_AP025924.1,8a680b8e053f74a057d528f9c0d55970,6,1,3,5,IS1;IS3;IS5
NZ_CP060926.1,8a69111f89a7661611ba01d9b7b8b7e9,4,1,2,5,IS1380;IS6
NZ_CP013054.1,8a69f02f5d48870c081c60ea85be4c58,5,1,1,2,IS110
NZ_CP129842.1,8a6fbe2cb5d2960c45d8b10ca2b47e8d,2,1,2,3,IS5;IS6
NZ_CP126336.1,8a7609f4c99c3881510cb0f7c701575d,2,1,1,4,IS6
NZ_CP093200.1,8a79365b3f0c94d3d1be9dbc2340cc13,1,1,1,4,IS6
NZ_CP028248.1,8a7aaec53a22a49d98b79f7d80e3f006,2,0,0,0,
NZ_CP083351.1,8a7d42374b8ba5eac821dfe96c931720,2,0,0,0,
NZ_LR890509.1,8a8087a6ea2e9c903cf384b007112d87,1,0,0,0,
NZ_CP025852.1,8a80f2f38011d9885b3600c5301229de,1,0,0,0,
NZ_CP017437.1,8a81657e60fc977deac989d1e254f109,1,0,0,0,
NZ_AP021947.1,8a8355344d93e3e4c4f5d9ee5a8e380c,5,1,3,3,IS1;IS21;IS3
NZ_CP123433.1,8a87888e7c0894ad6baad400342d2d8b,2,0,0,0,
NZ_CP010533.1,8a885d05723a7961dba249167ff84a9f,1,0,0,0,
NZ_LR594674.1,8a8889cfecf20652bcee8435d111bc4f,1,1,0,1,
NZ_CP141584.1,8a896f147ea15f18fd44cc1d34871a9f,1,1,1,3,IS6
NZ_CP055318.1,8a8c47808f1d63e7c8d7a1c752f5f0e4,3,1,1,2,IS6
NZ_CP096049.1,8a8c489353d21fd1167197e4241c10c1,1,0,0,0,
NZ_CP071681.1,8a8e52c83e0493f98f9dfeb52b0cdd3a,1,0,0,0,
NZ_OX460328.1,8a94f1a437118d5bb9d5cf875f69f682,1,0,0,0,
NZ_CP035833.1,8aa21d88d7655ee462f8a0536af65919,6,1,1,3,IS3
NZ_CP070178.1,8aa3a5cfd635c5a67b3b7ca77aa102d0,1,0,0,0,
NZ_CP045280.1,8aac251a1270f06a2bf79d35c7678172,3,0,0,0,
NZ_CP019241.1,8ab9fcdaac12fef95cee7d3c14dfbda7,2,0,0,0,
NZ_CP076246.1,8abe219b9f8bf10665953628f99e9bb2,2,1,0,1,
NZ_CP013592.1,8acfb7ddbd30b63da9b1dec02aaff515,5,0,0,0,
NZ_AP023327.1,8ad1cba4364e74e71ecc75e9f87cc5ea,5,0,0,0,
NZ_CP047574.1,8ad2d84db1e264fa1e696d093629acae,3,1,1,2,IS3
NZ_CP032432.2,8ad540e42e718476acd3c6ed3c15e6fd,2,0,0,0,
NZ_CP012276.1,8ad8a7d2f77d8beaa8faf9e53a8bf911,3,0,0,0,
NZ_CP126460.1,8adc911884ca45591e819faf0fea2520,5,1,2,2,IS256;IS630
NZ_CP051432.1,8adde9827bd1ffdd5525bc255dfb80ff,2,1,1,4,IS6
NZ_CP071948.1,8ae7a78a9670b20319ef67a6cb389841,3,1,2,3,IS5;new
NZ_AP024583.1,8aed198aabfc9c59e4427c3185387b2f,5,1,1,6,IS6
NZ_CP034417.1,8af360fbf2470ac49e992635855fcffd,1,1,1,7,IS6
NZ_CP027327.1,8af66ccb0ea070630e8c9d55ee4058a5,1,0,0,0,
NZ_CP081355.1,8af7a3579947df21f00960453b212d71,1,0,0,0,
NZ_OW995942.1,8afc3e8e2454153e0b533913f578f832,3,0,0,0,
NZ_CP090214.1,8b01d75db455958e09144eb964b6b082,2,1,1,3,IS6
NZ_CP067247.1,8b03446ca423012486cba416ea9eb093,3,1,1,3,IS6
NZ_CP090082.1,8b070039849bb90a8e911f38163ae3da,7,1,2,11,IS6;IS66
NC_020538.1,8b08c221524ae4f84e07a866c2970e5a,1,0,0,0,
NZ_CP027049.1,8b0c6e9a3df3c189b3c9b6735712e09b,6,1,1,2,IS6
NC_017055.1,8b0c968a4e8eb5f07c436049bf9ef672,1,0,0,0,
NZ_CP137706.1,8b0f471f255edd943a67c356d8146c76,6,1,1,6,IS6
NZ_CP013754.1,8b19136ac58f9d4aaca76021d7e2a1a0,2,0,0,0,
NZ_CP090357.1,8b191eac8aaffedb7dd9d5a6a0c1fd12,1,0,0,0,
NC_011777.1,8b22531f66a318b0810a8d0436d4c0f2,1,0,0,0,
NZ_CP092150.1,8b289c7dc6454a414572696b2081651a,2,0,0,0,
NZ_CP026171.1,8b317dae766310bb686ca18ece02c758,6,1,1,2,IS6
NZ_CP014892.1,8b31dcdc87a02c3d0e260cd43f6d86b6,1,0,0,0,
NZ_CP100113.1,8b337261fa4ff39d327de43c497e9584,2,1,1,4,IS6
NZ_CP013110.1,8b3b5c88f3dc5fdaf18c98d00295594c,4,1,1,2,IS1182
NZ_CP050735.1,8b3ec36d08ccf97a81a9e56958d13590,3,1,3,2,IS1;IS6;IS66
NZ_CP045607.2,8b4096425aaeab7bef8ef01d8a4ac624,2,0,0,0,
NZ_CP138659.1,8b43498972dc48a45901c3b7edef9772,1,1,1,3,IS6
NZ_CP075668.1,8b43697e70914f2fc4943b5170a02ce1,1,0,0,0,
NZ_AP028411.1,8b4772465266c537bc26d4f01bb80d06,1,0,0,0,
NZ_CP123766.1,8b48859ddc85ebd38d45bd7a410ca8e9,5,1,1,2,IS630
NZ_CP032835.1,8b4b99efef17f05bc51f253c78e8da8f,5,1,1,2,ISL3
NZ_CP023526.1,8b5469058936ea0eb0ee103d4865e8cb,5,0,0,0,
NZ_CP101264.1,8b55d662a521853423a2d774973db2c9,1,0,0,0,
NZ_CP104510.1,8b57511517d2452f9b8b46a617d52719,2,1,1,2,IS4
NZ_OX337253.1,8b581962abbe31fac9e22b1e171629eb,7,1,2,5,IS1;IS6
NZ_CP065757.1,8b59fcef8ea44bf5b36f0dd6810e0bbd,2,1,1,3,IS6
NZ_CP091572.1,8b5dde2cadc8ec5c9cf5507c7cb9b3a2,3,1,1,6,IS6
NZ_CP020965.2,8b5e025a53528ff3f046ffdda8744cb7,1,0,0,0,
NZ_CP017435.1,8b60558175e1aaf5a7035e9727ae1006,1,0,0,0,
NZ_CP045733.1,8b63d593d7808551c8bd01affb747a97,2,0,0,0,
NZ_AP024803.1,8b67fadfc39aef3a13d22fc9c2a843dc,1,1,1,3,IS3
NC_008378.1,8b6854fe11429ee73f3b22f2f6b59e7f,2,0,0,0,
NZ_CP079116.1,8b697c2dff872dd352516387167751a8,4,1,2,4,IS6;new
NZ_CP116037.1,8b731333da7ad7f4e48ee8195e4370b6,3,1,1,2,new
NZ_CP090097.1,8b73b452135006ac480f3b121f216847,4,0,0,0,
NZ_CP089235.1,8b7772f702edebd64d776b43ed6999e9,3,0,0,0,
NZ_CP110147.1,8b7a101005116d569a1ef17054fee23a,6,1,1,2,IS6
NZ_CP042535.1,8b7c510ed9dbba4e645acf63a52dcc66,4,1,1,3,IS6
NZ_CP030129.1,8b7f47eef966120ad0fc461075b4031e,4,0,0,0,
NZ_CP084653.1,8b8147e6b7cfdf7d8f1c66c34654b336,1,0,0,0,
NZ_CP043408.1,8b818fb4939a8bb7596704b93510e705,1,0,0,0,
NZ_CP073008.1,8b81bceca6a3c0f26a59f0bbbe2b75f1,8,1,3,2,IS1;IS110;IS6
NZ_CP041669.1,8b83faa5f595668cda9b66efbe869280,1,0,0,0,
NZ_FO681495.1,8b8562464018a96ece2819612e1408d2,1,0,0,0,
NZ_CP069693.1,8b8b72ebfe15cf1e338e36b2543f3256,3,1,1,2,IS1
NZ_CP095255.1,8b914e74ad0f8176342c102499d691f9,4,1,1,2,IS6
NZ_CP025577.1,8b94ea9e42e5eb0d43fba39a24148032,5,1,1,2,IS5
NZ_CP091471.2,8b97d9774ab1366536ddc89334521166,6,1,1,6,IS6
NZ_CP099881.1,8b9f5e956ba63fc1ab4a0b602d08367b,1,0,0,0,
NZ_CP006746.1,8ba22624419caedfb7fcbebf0385eeb2,3,0,0,0,
NZ_CP010239.1,8ba5e9388de1cf414a7215d00e0936f9,5,1,1,2,IS3
NZ_CP021719.1,8ba7b959e0ea8e7fdbf344e645698479,1,0,0,0,
NZ_CP022165.1,8bb00215654e6ccdb2da117239980785,2,1,1,3,IS6
NZ_CP135478.1,8bb3268dab76c8c37bc51beb932a013c,1,0,0,0,
NZ_CP007257.1,8bb85dd3126c8d25e93e7f94d35c9038,3,1,1,4,IS3
NZ_CP103564.1,8bbd1d8619f0117cb90ae94f8d9bfb7b,1,0,0,0,
NZ_CP032858.1,8bbfd7131339bbed2ccda31ef6a469aa,2,0,0,0,
NZ_CP103513.1,8bc2c6eb7c48e4c0819c7a4813e25c82,7,1,1,2,IS5
NZ_CP090127.1,8bc476ea32ac658f858b67cebbb9b89d,1,0,0,0,
NZ_CP083484.1,8bc4d62c2fe5219df234dee49bc3a74e,4,1,0,1,
NZ_CP047227.1,8bc5ea46a43bae3d383df23e5c7f99f6,5,1,1,2,IS3
NZ_CP137401.1,8bcb4b58621db08a7882a92fc4655241,2,0,0,0,
NZ_CP029955.1,8bcc067ffcecb561b9403128bfa1c061,3,1,1,3,IS6
NZ_CP051172.1,8bccb55058566d8a1d81d2ccb12de6cb,8,1,5,19,IS3;IS4;IS5;IS630;ISAS1
NZ_CP012683.1,8bd02b41d38f1da384592d1de3c906d1,2,0,0,0,
NZ_CP026233.1,8bd090452aa2cb47746683df42cb0a81,4,1,1,2,IS5
NZ_CP049352.1,8bd56680f5165720f8202e09149f8c19,1,0,0,0,
NZ_CP103480.1,8bd6c0dd82cc91628ecec14c702b195d,4,1,2,4,IS1;IS6
NZ_CP078148.1,8bd6fe0047538f43f88fbe22aa00f418,5,1,4,3,IS1;IS5;IS6;IS630
NZ_CP054842.1,8bdb1403f7e19e35e5cb8db76ea9a505,1,0,0,0,
NZ_CP110154.1,8bdc7c1bff92e88b6ca446a1703b53ef,8,1,2,3,IS5;IS6
NZ_CP124491.1,8be4fbf75d4054d76d179d7aa6c1ed99,5,1,1,3,IS6
NZ_CP065549.1,8be55ffee7f58469ddb15ea399843493,7,1,2,2,IS3;IS30
NZ_CP103967.1,8be6265c8e4c7d6437ec3c02c4ebdc14,4,1,2,11,IS3;IS6
NZ_CP072315.1,8be98388488de8916fe252e08d2f1fb6,3,1,1,4,IS6
NZ_CP063509.1,8beb52fc39ceac18e38bb5e0a0b9e311,1,0,0,0,
NZ_CP017303.1,8bec75cdc134228bed57817eab41742a,6,1,1,4,IS256
NZ_CP076214.1,8bee913b7e19641a39031374d759ae1c,3,0,0,0,
NZ_CP097888.1,8befb1aeb484f25fbab6a7721c10314c,1,0,0,0,
NZ_CP134841.1,8bf309fb887db97052ee986ff74d4cc5,1,1,1,2,IS6
NZ_CP025756.1,8bf35665bc597097ff6d7741e929bb50,8,1,2,2,IS6;IS66
NZ_CP017647.1,8bf455005cf43bc053e73256b96be80d,1,1,1,3,IS5
NZ_CP023552.1,8bf6a7e82e8a16f07c4a3d2b5b9c2549,3,0,0,0,
NZ_CP103743.1,8bf78b8f135e4d5ced69c998373cdb71,6,1,1,3,IS6
NZ_CP013824.1,8bf86d48fa70b84edab9da288f9061b5,6,1,2,6,IS5;IS6
NZ_CP042621.1,8bfc56027c3068886d496b72be58f5d3,1,0,0,0,
NZ_CP127091.1,8bfc920775744b49ff8b5478df0f2251,2,0,0,0,
NZ_CP071390.1,8bfee68294c1174334caaecfc77981df,1,0,0,0,
NZ_CP069702.1,8c00f1e4bddbe0cfa2c93fe8635afb00,2,1,1,6,IS6
NZ_CP032397.1,8c08e12e96323878014c68f0fd1c2822,6,1,4,5,IS1;IS6;IS91;new
NZ_CP075549.1,8c0b9e817eadd2b87db2a6b094f4decd,5,1,1,4,IS6
NZ_CP049202.1,8c0ee5dc06525de05b920d0cd6fec80d,5,0,0,0,
NZ_OW968127.1,8c1663cd3c0c8b637fb8b7f0ddf18c3c,2,0,0,0,
NZ_CP076158.1,8c18359c4fcf13f6dcfa4cd08814beb1,3,0,0,0,
NZ_CP013759.1,8c1a2e652a1d28e65583fd4aca27ed97,4,0,0,0,
NZ_CP110119.1,8c243312729dcf432a5d0f2527687dea,1,0,0,0,
NC_014811.1,8c2640ded2a1b9bdfb16800586effbfd,4,1,2,3,IS110;IS1380
NZ_CP111116.1,8c2cfad7ffe718d5075cb663dbc957bc,1,0,0,0,
NZ_CP014296.1,8c2d70545a105b57854139bca48f52ca,2,0,0,0,
NZ_CP023312.1,8c2dd4ed55d7f32a37d0d8eb57669af7,6,1,2,10,IS256;IS66
NZ_CP009115.1,8c2f4bb9b9c607731dbfdcd82409814d,2,0,0,0,
NZ_CP017587.1,8c31a4e672608512e36927bb4224ce2a,3,0,0,0,
NZ_CP097386.1,8c3c6edc88168b836464865dd50a8d3d,4,0,0,0,
NZ_CP083447.1,8c41f6ab2248d3d471e83140e17c45bd,1,0,0,0,
NZ_CP043882.1,8c44b4fd2c0f3adf24ab3ec28ad9d05b,1,0,0,0,
NZ_CP116560.1,8c46f610971bd06bcb4524a3cf71fdac,1,0,0,0,
NZ_CP133127.1,8c484b13482bf7b754ebfc284c53621e,1,0,0,0,
NZ_CP039449.1,8c48cf23e79e913e4bfb6a5782983460,1,0,0,0,
NZ_CP102498.1,8c4bf1b959e9867e3a6db1fb16c80100,1,0,0,0,
NZ_CP135665.1,8c56a026c32ea9733e07a9195c4844a2,1,1,1,2,IS256
NZ_AP018393.1,8c58dbf67e34039a6446f3f8e314b81d,1,0,0,0,
NZ_CP140915.1,8c598240b942bea463e7a557922c44fd,9,1,1,2,IS5
NZ_CP035986.1,8c5a33e0fec29822a098879f68246853,4,1,1,2,IS6
NZ_CP107535.1,8c60669b452d339edbf9a30a3a76c402,1,0,0,0,
NZ_CP079646.1,8c61f8033456b4965283a2415c2a3f46,2,0,0,0,
NZ_CP057245.1,8c6eb598c892f7fa71d39e5a12e4b91e,4,0,0,0,
NZ_AP022916.1,8c72220c4937a54e489deec1d90a57bd,2,0,0,0,
NZ_LN879503.1,8c733c16f9eeaaf94041d001541db41a,2,0,0,0,
NZ_CP073045.1,8c73ef1bf1b9aae1d1701a0925b66ec8,5,1,1,2,IS6
NZ_CP129802.1,8c760c4e916a4b164252c6b665873588,4,1,2,8,IS3;IS6
NZ_CP031298.1,8c7716e37078a37f6cf851748519c387,2,0,0,0,
NZ_CP043407.1,8c7db34bf3c803a6ebfcfd055818ffe3,3,1,1,2,IS6
NZ_CP065129.1,8c91d2fcd55217235c8dbdf241246122,1,0,0,0,
NZ_CP056885.1,8c921686535307cfe1c7e751ee5a71d0,1,1,1,6,IS6
NZ_CP128940.1,8c959ba3cad3bc613183c61f4c2b0f96,2,0,0,0,
NZ_CP124512.1,8c983301cee052e591ec17bf7e8f6b2b,2,0,0,0,
NZ_AP027973.1,8c9de5fba8441467b9a1c95fc23c11b7,2,0,0,0,
NZ_CP030828.1,8c9e322cfd255423eda1239a782430b3,2,0,0,0,
NZ_CP039206.1,8c9e5c75dbe4538545993dacd4dd038c,2,1,1,2,IS6
NZ_AP022070.1,8c9e91dee3a192dc110afd017e884180,5,1,1,4,IS6
NZ_CP135720.1,8c9fdc0b340a249d6ee490929b1a692e,2,1,2,5,IS1;IS6
NZ_CP075455.1,8ca2f7363c2e63c316aafe4e1a2e1b6f,2,1,1,5,IS6
NZ_CP134038.1,8ca67e8f6d885dc4e914fc8228ced31e,2,1,1,2,ISNCY
NZ_CP010728.1,8cb011dc55e6e1b414956d4f5a250e54,1,0,0,0,
NZ_CP053563.1,8cb09f0260908f5b6eb22e502277ba53,4,1,0,1,
NZ_CP072528.1,8cb3651ef02796108c845e7a49eda4b6,2,0,0,0,
NZ_CP031186.1,8cb5feaf21631f55630c9717af58a1dd,1,0,0,0,
NZ_CP138741.1,8cbd94eae7551028a3aa2fd8d3583744,3,1,1,4,IS6
NC_019387.1,8cbf6d523dc7e0ae6d916e844e7f4371,1,1,1,2,ISAS1
NZ_CP083508.1,8cc0b7c81761e687a8fcce14a8dd926a,1,0,0,0,
NZ_CP006879.1,8cc4941cdfa9b6ecba74c8a4eb0e7128,6,0,0,0,
NZ_CP040879.1,8cc9f6c003af66dbfb203c95ad43fb97,2,0,0,0,
NZ_CP021464.1,8cca5d90fa89bf94784e1605af1d4a48,1,1,1,3,IS6
NZ_CP096852.1,8ccae5261ffaadb66b3d4957ac65b31b,5,1,1,3,IS6
NZ_CP136443.1,8ccb190a625dd41b6ef53e0733a2cb85,1,0,0,0,
NZ_AP019732.1,8ccdeaa2a4c215664296659a9b6c1055,3,0,0,0,
NZ_CP032691.1,8ccdfa45d41eae2f0853f4283599654e,3,0,0,0,
NZ_CP050302.1,8cd0f200f9679225d0822135e35e762f,4,1,1,2,IS6
NZ_CP026320.1,8cd2528606a9b1009de0a9a2a81f2a31,5,1,1,2,IS5
NZ_LR883013.1,8cda4ce5b179f6998f635ee899f2a991,3,1,1,2,IS66
NZ_LR134122.1,8cdf7033d71a6afcc52c65963d03019f,1,0,0,0,
NZ_CP137482.1,8ce2d885d337fa0a1e735dda1dec0a4a,2,0,0,0,
NZ_AP022190.1,8ce7d1203c5cc683bc801e373e0dc46a,6,1,2,3,IS1;IS6
NZ_CP089920.1,8ce8d470304afa83fb75f7dc4d70d9bf,1,0,0,0,
NZ_CP126031.1,8cedbe7a428b307f8afc667ba913cb83,6,1,1,3,IS3
NZ_CP104144.1,8cf08bfdec06714d87dc1331b2f78c15,5,1,1,3,IS5
NZ_CP021834.1,8cf21197ca90e92299b5ca5c7ab242bb,6,0,0,0,
NZ_CP038322.1,8cf45fa619a8a316e070f72535b9340a,2,1,1,3,IS6
NZ_CP089013.1,8cf60899b601d78f863dd65800e9b12a,6,1,1,6,IS5
NZ_CP092537.1,8cfb729aecdc8570cf90ab24dce3346d,6,1,1,3,IS5
NZ_LN824134.1,8cfb99fd20b5b7a268d9b27e50e826bc,6,1,1,3,IS5
NZ_CP136753.1,8cfc00649c8c536e4b36ef4f556aa2f5,8,1,2,6,IS6;new
NZ_CP126776.1,8cff086a7510442db600c99d6037fee1,2,0,0,0,
NZ_CP015860.1,8d00d7f233850519c14e65623854f484,2,0,0,0,
NZ_AP026412.1,8d018b1e7968dbbf4eafbcd9f0545d9d,2,1,0,1,
NZ_AP017376.1,8d01f6382f87aff03493877a30b28774,3,1,3,4,IS5;IS630;IS701
NZ_CP011038.1,8d04f7337d4cb7e81ff6c5878294b4d7,2,0,0,0,
NZ_CP141998.1,8d0782eb76f15a8f7535c82b06c0d07d,2,1,0,1,
NZ_CP124875.1,8d0f31a16ecd8e547362be0c1972a041,3,0,0,0,
NZ_CP043947.1,8d12d887ce8d674310d13ace0e49cbc8,3,0,0,0,
NZ_CP137462.1,8d14c0b27014b67c209068b2c80303a8,1,0,0,0,
NZ_CP043935.1,8d197ac8198caffae6772fd3d5f8a77f,4,1,1,2,IS6
NZ_CP088290.1,8d1fd8deb1a033ffd3764dcaba90ee07,9,1,0,1,
NZ_CP066102.1,8d226cc559cc94562c697a4eecfd941e,5,1,1,5,IS6
NZ_CP107499.1,8d22fb88026af4aaea15fef4b69d4a1f,6,1,2,2,IS110;IS6
NZ_CP126995.1,8d24e09116c85bd6c1c265220d8a9d7a,4,0,0,0,
NZ_CP027769.1,8d25732205d7cdcb79561c4c79025500,1,0,0,0,
NZ_CP010722.1,8d28ed51351a4014052084c9f69c8b31,1,0,0,0,
NZ_CP028682.1,8d2953f8796417388d0035dd4ec4126a,1,0,0,0,
NZ_CP062987.1,8d2a785f6c2ea7c17ac7c48e0b58e537,5,1,1,7,IS6
NZ_CP129203.1,8d2ebb9025e01bf9421dc6096ed08978,6,1,1,5,IS5
NZ_CP039058.1,8d37bd76f9a14087b90f723921a15282,2,1,2,3,IS30;IS5
NZ_CP010417.1,8d384e84bc0877bd7fff977b566af97f,1,0,0,0,
NZ_CP011009.1,8d3b1db674e822fc3f30bac8353733f6,3,0,0,0,
NZ_CP101859.1,8d3d0a33131ed168c8ee0038a5c9ea24,4,0,0,0,
NZ_CP092744.1,8d3edb426419429737e6964d70a32f3c,2,1,0,1,
NZ_CP142042.1,8d3f942113277bdd564f5f8d74b002f8,3,0,0,0,
NZ_CP023007.1,8d4013c0c5a17c98659aabf4437a54f8,1,0,0,0,
NZ_CP011639.1,8d4226989ea026c14173c8c3e4d43afe,1,0,0,0,
NZ_CP048825.1,8d4bafb39bbdd8cca8141b0a8d0c4240,2,1,1,2,IS6
NZ_CP024125.1,8d4c078c650ab145d63a9bc742207604,1,0,0,0,
NZ_CP060133.1,8d4c9285220edf2abaeb46d0ec1bd8e4,4,1,1,4,IS6
NZ_CP115945.1,8d4cd1f78789590d40ef10dff6872865,7,0,0,0,
NZ_CP132696.1,8d571ae8e642056516edbfd5dd61dceb,2,1,1,3,IS6
NZ_CP134725.1,8d6057627eae2d6be60a7a05fd343949,1,0,0,0,
NZ_CP109955.1,8d6383e3230192bfe0c86cde1da45fec,3,1,1,2,IS6
NZ_CP013812.1,8d6430940160512db872a8fe0fc21302,2,0,0,0,
NZ_CP033089.1,8d66f9a73d7bc5012570d9bb2d20a287,1,0,0,0,
NZ_CP066788.1,8d6bbf133764366adb4071f6f2462dd5,1,0,0,0,
NZ_CP119729.1,8d6f2625a5464ab8bcf57fba55d7d2c8,4,0,0,0,
NZ_CP107321.1,8d70103854c7b38561a79c3abf28dc45,4,1,2,2,IS1;IS5
NZ_CP080237.1,8d71024b6c2745b819b5a67b000a1772,3,0,0,0,
NZ_CP064836.2,8d71886c8049c6e7c25ca08ab3d87b03,3,0,0,0,
NZ_CP092408.1,8d73e20f7974068502f1edd4e51b64b9,6,0,0,0,
NZ_CP059817.1,8d747742a23b4797fc89b38079a0f019,8,1,1,2,IS3
NZ_CP114028.1,8d789af206e735ab43ad76b54b49cbea,6,1,1,2,IS256
NZ_CP076149.1,8d7c87abdec8ac6b135eb8e6dd5cc470,3,0,0,0,
NZ_CP110810.1,8d7ce392460330996bedfe6de6731755,1,0,0,0,
NZ_CP019157.1,8d8f01462c54e5c0623b54fa434eaacc,1,0,0,0,
NZ_CP030052.1,8d944386b2805b2b2fe845ee76bfd0ef,8,0,0,0,
NZ_CP077629.1,8d9a2134b46b032d5e088d1eaa63f4ca,1,0,0,0,
NZ_CP019561.1,8d9d1cbf6a19962e6fd5c3c718fbf9e5,5,1,1,2,IS6
NZ_AP022965.1,8d9e4af947c282e0bbbda6b356ba06dd,2,1,1,3,IS4
NZ_CP058941.1,8d9ee3b24fdb8b7c7529e3ba85e3b2db,6,0,0,0,
NZ_CP068692.1,8da156324353121ebf02dd3144fc8457,3,1,1,8,IS6
NZ_CP021133.1,8da1b31705ad49a5c682e662a0c47452,1,0,0,0,
NZ_CP012291.1,8da385846111cb7196645848f6fc9046,4,1,0,1,
NZ_CP085895.1,8da82dd14a3698190caa308cbb468387,8,1,4,4,IS110;IS256;IS3;IS6
NZ_CP076124.1,8da9b0df368fc5c5ceec106510b3fbb4,2,0,0,0,
NZ_CP134735.1,8dabb802655bdc1a61c7f2ef5c6f89bf,1,0,0,0,
NZ_CP017759.1,8dad5f54cb73f98d2c89b5425e2cea06,3,1,1,2,IS5
NZ_CP016699.1,8db020438ab4af0df351bbe34891687b,2,0,0,0,
NZ_CP071442.1,8db07a83e0d26b7d820631ec10610ce7,6,1,1,4,IS6
NZ_CP048637.1,8db2418782f49b35abb46496df234efd,5,1,2,2,IS21;IS6
NZ_CP067233.1,8db25f94dbd0696680e5da246a748f66,1,1,1,2,IS6
NZ_CP110151.1,8dbbf29c578bd9be2e5dc568535e2029,7,1,1,6,IS6
NZ_CP094781.1,8dcb1118e334ef04bc69d33140dbd0e2,2,0,0,0,
NC_006153.2,8dcc09c027e1d3431416465ddf1c2fdd,1,0,0,0,
NZ_CP096730.1,8dcc446f41a79f114259f94feb44b603,1,0,0,0,
NZ_CP114876.1,8dd86a1e1c33f590258bbccaf0e54c98,1,0,0,0,
NZ_CP022418.1,8dd8a641ad8950b3275f242fea1bcb73,3,0,0,0,
NZ_CP140931.1,8dda580b8a9a6b02d1d319506c7935e9,10,1,3,3,IS3;IS5;IS630
NZ_CP010022.1,8ddb59b6f86bee9b6e603d05b618670d,1,0,0,0,
NZ_CP027479.1,8ddc75e3f7abf06bf180d8807646e37f,1,0,0,0,
NZ_CP066406.1,8dddb0b4d9a5575004f428baa02e985e,1,1,1,2,IS6
NZ_CP083850.1,8ddf2512d50201244c39737b7900c9ed,5,1,2,3,IS91;new
NZ_CP099750.1,8de37ac273fd46e51a0a757568d3f7d0,3,0,0,0,
NZ_CP083240.1,8de3a3ba69a49cf6fb1f4f90e88d86b4,4,1,3,2,IS1380;IS3;new
NZ_CP134365.1,8de473e484db5779efcf768a37cb9e23,1,0,0,0,
NZ_CP094794.1,8de6cad2a2a19cbb14cca3b919829dbd,1,0,0,0,
NZ_CP054695.1,8de7d471962b2b581473ca21306190db,2,0,0,0,
NZ_CP137355.1,8de7f10d8b92bcf444bd7ad4331e84c8,5,0,0,0,
NZ_CP137542.1,8dee3078102e6fef1a2b8fdaf5570b2e,1,0,0,0,
NZ_CP083531.1,8defc3f6c1c80323b283d1221b338feb,4,0,0,0,
NZ_CP013750.1,8df1720e98c242b5d89f78e4f62fe0a2,1,0,0,0,
NZ_CP016865.1,8df475978fa11f03f9f574229d1ab73f,1,0,0,0,
NZ_CP040249.1,8df8d3ad8f888336c6ff445d785a658f,2,0,0,0,
NZ_LR213457.1,8df9d6c5e2251ef1bf7720e0f28ebc7e,2,1,1,2,IS6
NZ_CP064300.1,8e060b83da849ef1b7813b6f2757e2cf,5,1,1,2,IS5
NZ_CP023450.1,8e0e54af01510d4c656db188ae51fdf9,1,1,0,1,
NZ_CP092904.1,8e10be07f30b3808ed144df46d5932cb,3,1,1,2,IS6
NZ_CP015270.1,8e11a454e84f655ff9465978e175aade,1,0,0,0,
NZ_CP025208.1,8e1492339758fc77659315b8d07602bc,1,1,1,2,IS6
NZ_CP047613.1,8e14d45a1db7e7967ae829b014925d3e,2,0,0,0,
NZ_CP018989.1,8e165ef3312dce0001a3456ae4f52290,1,1,1,3,IS6
NZ_CP060003.1,8e17ca7d00d39a90b5f327f3c946f0cd,1,0,0,0,
NZ_CP058639.1,8e1825fcc4e81f26e8c0fa74b3f85407,5,1,1,2,IS256
