md5,representative_acc,n_accessions,all_accessions
71c6682993aa641f84878e2496a2b73d,NZ_CP104650.1,1,NZ_CP104650.1
71c82739dbdcf4c920d6531c169e19dd,NZ_CP102558.1,1,NZ_CP102558.1
71c8f43a4b45b9b1ffaa0e20325c6b22,NC_011281.1,1,NC_011281.1
71ca13b04bf18109a70d286565890f3b,NZ_CP053635.1,1,NZ_CP053635.1
71cc20f1e35baeb6c9aefd5fbe749842,NZ_CP039717.1,1,NZ_CP039717.1
71cd788bc3121152db0d7a8504a50780,NZ_CP123846.1,2,NZ_CP123846.1;NZ_CP125097.1
71da97885e0fd092573898e41b5011ef,NZ_CP092275.1,1,NZ_CP092275.1
71db7f6de660ab9c872a55f73fc6dd93,NZ_CP044183.1,1,NZ_CP044183.1
71dd1176477132dff722cbdf1e20a543,NZ_CP033880.1,1,NZ_CP033880.1
71de76192a94678f552f584457d20cb5,NZ_CP043619.1,1,NZ_CP043619.1
71e175bea87c36d96d9dc9f76902f869,NZ_CP091857.1,1,NZ_CP091857.1
71e2fc57d71d2898f56438891fc02fd2,NZ_CP115824.1,1,NZ_CP115824.1
71e51324eacd3cb8b4a2c9cddae43cff,NZ_CP012858.1,1,NZ_CP012858.1
71e5c0efb1cfcb9d0897029cf8c7e80b,NZ_CP029869.1,1,NZ_CP029869.1
71e8d14e0c98f3f0fc76e987fb3a1fe7,NZ_LR215032.1,1,NZ_LR215032.1
71e9065553d3c5331f5d09263233f9a1,NZ_CP041301.1,1,NZ_CP041301.1
71e9752b7d49dd024af3705e3027c154,NZ_CP130279.1,1,NZ_CP130279.1
71e9f0c9e0238043bbc547319f908cdf,NZ_CP100298.1,1,NZ_CP100298.1
71eec2f56d73b594dc51a7137726cc98,NZ_CP136705.1,1,NZ_CP136705.1
71eefd366487ef8554dfbfb7003edc0f,NZ_CP072508.1,1,NZ_CP072508.1
71f1c3437f8009a380d5ea6d8ac1da4f,NZ_CP072215.1,1,NZ_CP072215.1
71f6bddc3d9f0ed644830f9fce627482,NZ_CP087671.1,1,NZ_CP087671.1
71f867c39636b306f1a8644774178667,NZ_AP027425.1,1,NZ_AP027425.1
71fae229eb894d2b00801cdeb21dd74b,NZ_CP004873.1,1,NZ_CP004873.1
71fb9a38fe1e66710bd50932f90f06b9,NZ_AP017562.1,1,NZ_AP017562.1
7201c049bc93943a5ec8d85fcdd6e91d,NZ_CP089428.1,2,NZ_CP089428.1;NZ_CP090932.1
7204478fabf3a1dafbc1b4a01fc36b1f,NC_018611.1,1,NC_018611.1
72053af1789a717be853f19055283d7d,NZ_CP062988.1,1,NZ_CP062988.1
72107687f94d42280a401783372fe34c,NZ_CP102502.1,1,NZ_CP102502.1
7210d71375f94e8bdf0d036e49571b54,NZ_CP075553.1,1,NZ_CP075553.1
7211ebe14f5bb4369f6c9294ad129057,NZ_CP093923.1,1,NZ_CP093923.1
7214e7d534c5b9ad41cfd36061aba7e0,NZ_CP118999.1,1,NZ_CP118999.1
72162da263ae1eb9b68e2bec0c0ac171,NZ_CP066028.1,1,NZ_CP066028.1
7219f51f6ab8bbdc9e36e227bdcb9087,NZ_CP028631.1,1,NZ_CP028631.1
721a4197d605db5285e5d6c266fbea96,NZ_CP072806.1,1,NZ_CP072806.1
721b7a359b3af2598ef868654994d741,NZ_CP123004.1,1,NZ_CP123004.1
721ea2e5edcf86aea7c0dbfe2b1e7ad5,NZ_CP099405.1,1,NZ_CP099405.1
722257a63fc3a2549b3d27eca1f1b6fb,NZ_CP095098.1,1,NZ_CP095098.1
72263a33224ed3b410bfa1252349e026,NZ_CP087035.1,1,NZ_CP087035.1
722bb43d9dd4f4f68cd704b240f3cb2f,NZ_CP046273.1,1,NZ_CP046273.1
722f794b70cf82cb0686cefe2ead56bb,NZ_CP053082.1,1,NZ_CP053082.1
723163102da066aa9c5ef053fe1b1505,NZ_CP102673.1,1,NZ_CP102673.1
72346d253712578d9fae8f2fcbf9a448,NZ_CP096243.1,1,NZ_CP096243.1
7235c90e4ace72ba655bf8841aae08fe,NZ_CP039286.1,1,NZ_CP039286.1
7235f246a22a6b47da59cf8fe6960cbd,NZ_CP078044.1,1,NZ_CP078044.1
723d99383cdeb92456429128bdfe3a63,NZ_CP050433.1,1,NZ_CP050433.1
72455851f590c1c57d5d36999ec0ea73,NZ_CP103402.1,1,NZ_CP103402.1
7246b14ae09c414ef0e1d745162afc8d,NC_014007.1,1,NC_014007.1
7248c5f56b738636ca6e29c52d1c26e7,NZ_AP020328.1,1,NZ_AP020328.1
724a3d7960ca918fd7865ba7428d18db,NZ_CP024617.1,1,NZ_CP024617.1
724cd2b49a4622defde8258a4849149a,NZ_CP092737.1,1,NZ_CP092737.1
724cfe867dcfdd5f4b4c3312d26cc2a6,NZ_CP141095.1,1,NZ_CP141095.1
724d02afcd771e8ca35ee39eb8b4fbdf,NZ_CP077207.1,1,NZ_CP077207.1
724d63737d5c0ee18b68c77a33c456a8,NZ_CP019232.1,1,NZ_CP019232.1
724e5357a3c5045a091c73fdd066c19a,NZ_CP084488.1,1,NZ_CP084488.1
724e757aa7540108608ef1d93b0e6112,NZ_CP082247.1,1,NZ_CP082247.1
724ea482d715ecdf7ccac26369c91ec2,NZ_OW970561.1,1,NZ_OW970561.1
725077b4e53a557e11fb8e27d90b1e17,NZ_CP103446.1,1,NZ_CP103446.1
72565fe25e1ec04841596257f5c9d9af,NZ_LR890537.1,1,NZ_LR890537.1
7257952632cb4abfc619b01ee973cac4,NZ_AP022929.1,1,NZ_AP022929.1
7258d2a062c4a61df7f1e92f754ffba2,NZ_OV049815.1,1,NZ_OV049815.1
7258e5ae7069b481991ad262502e9082,NZ_CP086913.1,1,NZ_CP086913.1
7259a03df9d6bc8de803eda68f9fe1e3,NZ_AP025813.1,1,NZ_AP025813.1
725c0d846ad1a1ee8cfc6a272ead7386,NZ_CP089879.1,1,NZ_CP089879.1
725e6e355b59e1084f585006171861dc,NZ_OU015710.1,1,NZ_OU015710.1
725f0dc2eea317618c6abccccb9a83e2,NZ_CP023918.1,1,NZ_CP023918.1
725fe6632f2a16cbf99523ec350dcaf0,NZ_CP025626.1,1,NZ_CP025626.1
72605bff1c07081830696baf9947f6d4,NZ_CP124425.1,1,NZ_CP124425.1
726160349ad813a66cbd658fe1ad2726,NZ_CP019191.1,1,NZ_CP019191.1
72623741aa8e9d1b5254e1cebdd96dd2,NZ_LR890236.1,1,NZ_LR890236.1
7263f2d1e4c3e71b54332d844b3190fb,NZ_CP135139.1,1,NZ_CP135139.1
72684e9f2c6667077cdaaf035d0fe763,NZ_CP056521.1,1,NZ_CP056521.1
726c5e5be5c27e0a5352e93a3f599a66,NZ_CP051345.1,1,NZ_CP051345.1
726fd534b079008ea98adcac353061e0,NZ_CP104359.1,1,NZ_CP104359.1
7270d54e85836fcb41694f09f2c9d0db,NZ_CP013986.1,1,NZ_CP013986.1
72724c556000bf6209092dd8afbc23a9,NZ_CP092410.1,1,NZ_CP092410.1
72725fae6229332be2ef154d7758443a,NZ_CP122647.1,1,NZ_CP122647.1
727335baa2aa3b97548ced298370d0e2,NZ_CP016275.1,1,NZ_CP016275.1
72745e4c3f4101103ddaac49461ffc2c,NZ_AP022162.1,1,NZ_AP022162.1
7279432d58adb63cb75073224d30efa2,NZ_OW235316.1,1,NZ_OW235316.1
727ab720ed1bb1691d374c2161ea8b80,NZ_CP094492.1,1,NZ_CP094492.1
727b1983aee4cd8921fa6de175ec1497,NZ_CP104043.1,1,NZ_CP104043.1
727c2332e853d18f82acf4b60cd4876c,NZ_CP061102.1,1,NZ_CP061102.1
7280dcc286649ce300026dbad218623a,NZ_CP040283.1,1,NZ_CP040283.1
72872647a34479495ea27bb0f658d051,NC_012718.1,1,NC_012718.1
7288e9fe1cb0fe8512fe473f0679874c,NZ_CP096265.1,1,NZ_CP096265.1
72891e2ab500789981bc7de05abede65,NZ_CP084174.1,1,NZ_CP084174.1
728be30bba7229bcabb9d5a50df9918a,NZ_CP094939.1,1,NZ_CP094939.1
728caabd66cedfc60c8ea012706092ad,NZ_CP061056.1,2,NZ_CP061056.1;NZ_CP061065.1
728dd55f632e82a38d2e54951c8fa2e7,NZ_CP017387.1,1,NZ_CP017387.1
72905a501c53f6de6e385f4fe7a0fafd,NZ_CP061858.1,1,NZ_CP061858.1
72908e907bfd982932f498c227120ca6,NZ_CP056079.1,1,NZ_CP056079.1
72925264fdcd3ec636374a5097cee845,NZ_CP064231.1,1,NZ_CP064231.1
729b28345c4e96f1feccc34228c43f19,NZ_CP021166.1,1,NZ_CP021166.1
72a03bd7377f2e132e330553fc332b69,NZ_CP066760.1,1,NZ_CP066760.1
72ac215fd60b5efc748b11a09b9b9237,NZ_CP127092.1,1,NZ_CP127092.1
72b092378ae944572cf98e89c82a03fa,NC_010070.1,1,NC_010070.1
72b21d909f8aef8ee1e9fcb48d0ea9fd,NZ_CP062837.1,1,NZ_CP062837.1
72b7d6dd7fc7f845d56dca64e5e8550a,NZ_CP038429.1,1,NZ_CP038429.1
72bc5ee0b93d734093f7458f1bc7584c,NZ_CP126009.1,1,NZ_CP126009.1
72bd15bda693cf4763e2054686f69eed,NZ_LS999562.1,1,NZ_LS999562.1
72c04edd828740345f108fede0521c5a,NZ_CP092000.1,1,NZ_CP092000.1
72c6c1f677bc2f3cd04a90bfbccd9824,NZ_CP009860.1,1,NZ_CP009860.1
72cc4a3ed7b338c7e712794942a4e03c,NZ_CP100073.1,1,NZ_CP100073.1
72cc83610daeeab77bcb7f9c45f19bb6,NZ_CP087031.1,1,NZ_CP087031.1
72ce74aefd415fe7bfee23bcafbac279,NZ_OW849380.1,1,NZ_OW849380.1
72d08263d7c97c4ced46d27795a82cd2,NZ_CP059442.1,1,NZ_CP059442.1
72d241e46cd922cda0af2905578514d7,NZ_CP123754.1,1,NZ_CP123754.1
72d48d6868b3b62663e4b19e0acd5d6a,NZ_CP014684.1,1,NZ_CP014684.1
72d5844841f11e36f26d464b1298e1c4,NZ_CP079886.1,1,NZ_CP079886.1
72d8340af962c8d9cc1c0451e69a6113,NZ_CP104666.1,1,NZ_CP104666.1
72d9126f1a63a7acaa53b25323b8b4f0,NZ_CP109020.1,1,NZ_CP109020.1
72dc43aed334ef38cd81345d0796ad8a,NZ_CP114193.1,1,NZ_CP114193.1
72df5d2dd9bdcf078b9beb7d41ea24f1,NZ_CP021087.1,1,NZ_CP021087.1
72e0247d6f5927aa9ae956d69339dfd5,NZ_CP051521.1,1,NZ_CP051521.1
72e20d5e99b0f77d3899c57518c80073,NZ_CP025260.1,2,NZ_CP025260.1;NZ_CP025441.1
72e256528fe39075227d35222dd55b29,NZ_CP071084.1,1,NZ_CP071084.1
72e9b339baf4ddae767e4be252012991,NZ_CP064267.1,1,NZ_CP064267.1
72ea87e10e01ab4ad8dc2d2d85a92eba,NZ_CP045467.1,1,NZ_CP045467.1
72eb1d197b9408d2ec7050b17e71587a,NZ_CP073097.1,1,NZ_CP073097.1
72eb65da6b4b6568f71364e296db67c5,NZ_AP023183.1,1,NZ_AP023183.1
72ee7dbf3c9a1eb74c506b1ec91de9c5,NZ_CP046284.1,1,NZ_CP046284.1
72f19803035cc874fced8531c9143576,NZ_CP111100.1,1,NZ_CP111100.1
72f588bb52e7167b81479da12b5af7b5,NZ_CP020051.1,1,NZ_CP020051.1
72f90af27877c23a75eb4abdd17e8587,NZ_LR890715.1,1,NZ_LR890715.1
72fb3e182d291c45df0246d040f168d4,NZ_CP097011.1,1,NZ_CP097011.1
72fc3695773052582a2be5cb47257710,NZ_LR135783.1,1,NZ_LR135783.1
72fc8039123381e5b6dc00551e6a32a7,NZ_LR027556.1,1,NZ_LR027556.1
73014c84f7d702ae0a9c958a2393aab1,NZ_CP047701.1,1,NZ_CP047701.1
7307785fcd1412f86d1e48f5f1877484,NZ_CP008798.1,1,NZ_CP008798.1
73078c8a8237599f4d4a8580a02a43d3,NZ_CP128973.1,1,NZ_CP128973.1
73091cadfb37db4bf79267bf7d6f69c4,NZ_CP010871.1,1,NZ_CP010871.1
730969c21679c82b911b1918be7fe6ce,NC_021279.1,1,NC_021279.1
7315914580cf03b4829591ef311e3c5b,NZ_CP138312.1,1,NZ_CP138312.1
73167ce5e253114ce0dbdde0a48328d0,NZ_CP103489.1,1,NZ_CP103489.1
73179e42916a7a03491126d0600a90b4,NZ_CP135666.1,1,NZ_CP135666.1
731c7221174c197df01228912baefe33,NC_017475.1,1,NC_017475.1
732005ae48095e4cbe19ff926d135ef9,NZ_CP021289.1,1,NZ_CP021289.1
732123766965695a287bb819392fbd5b,NZ_CP019209.1,1,NZ_CP019209.1
7321868c625654f992fa9f9a6e231e38,NZ_LR890412.1,1,NZ_LR890412.1
73229a77b7b339193e0c316f7218cc73,NZ_CP035025.1,1,NZ_CP035025.1
732327570be3cd892b8468726346e76b,NZ_OY970407.1,1,NZ_OY970407.1
7324eddf05a128877d982fa5a9036150,NZ_CP083458.1,1,NZ_CP083458.1
7329310b5df24f92c107f6d765d9a71a,NZ_CP102828.1,1,NZ_CP102828.1
732bea16f994bce27c6427ab52d2e8eb,NZ_AP028147.1,1,NZ_AP028147.1
73305975c1e0351053dd6512a954a9c7,NZ_CP045197.1,1,NZ_CP045197.1
7330d41a5061465819819b5a4305b707,NZ_CP086105.1,1,NZ_CP086105.1
733599745229b9554944fa01740f2a66,NZ_OW970482.1,2,NZ_OW970482.1;NZ_OW970518.1
7335d3d4cf0f9e12240d12a79cfd89f8,NZ_CP065408.1,1,NZ_CP065408.1
73383ae890b85c866d6f802043679fcf,NZ_CP114768.1,1,NZ_CP114768.1
733cec278d1636aa75538aa6ac26d655,NZ_CP013752.1,1,NZ_CP013752.1
733f42d3881f0c504067f99420882dff,NZ_CP099400.1,1,NZ_CP099400.1
73406c5606feeee7d6aff3c2e28102c3,NZ_CP013510.1,1,NZ_CP013510.1
73409d386f08fdbbab28f0019149ec9b,NZ_CP055093.1,1,NZ_CP055093.1
73434d5f3f2eb0d47f8a570f3d6a9ad0,NZ_CP026798.1,1,NZ_CP026798.1
734d25f26491483a2c6a39981c11e85b,NZ_CP051405.1,1,NZ_CP051405.1
734d44f91941bb433250e3dc1ca757e2,NZ_LR135290.1,1,NZ_LR135290.1
734d611d692fcafcba1a84260d6b42ad,NZ_CP058841.1,1,NZ_CP058841.1
734e08e65a3007292d216743d02e2783,NZ_CP076265.1,1,NZ_CP076265.1
734ecfac7ace87ada306e8101d05dd5b,NC_014132.1,1,NC_014132.1
7350e9f2cbb242efbd4919b381f7be0e,NZ_CP116551.1,1,NZ_CP116551.1
735248c3a1eec53860b10f217b1467b5,NZ_CP129251.1,1,NZ_CP129251.1
7352c5154ff2428e55438d398b861d4c,NZ_CP098490.1,1,NZ_CP098490.1
73542a459c3e1db71332db17c95a08ec,NZ_CP143916.1,1,NZ_CP143916.1
7355271f99c368e1a5b63532d9d41fd5,NZ_OW967375.1,1,NZ_OW967375.1
7355f1730b1d84b1ed8c5143c5a0183f,NZ_CP091905.1,1,NZ_CP091905.1
73576f9691c53e8fbb204f75d5a0fa1c,NZ_CP071396.1,1,NZ_CP071396.1
7357bcded1018a048604e8815478aa3a,NZ_CP090465.1,1,NZ_CP090465.1
7358bfc7c8b2118ded8df7aba655ab7a,NZ_CP116511.1,1,NZ_CP116511.1
7359ad5a63847c7f53836ad1d0a35bb2,NZ_CP132354.1,1,NZ_CP132354.1
735a52b89c0dc03c825ef9214f5dc991,NZ_OX638703.1,1,NZ_OX638703.1
735b6770c4fe8b8c06960c0c68c79b65,NZ_LR025093.1,1,NZ_LR025093.1
735c6838c181bd58613995382518d082,NZ_CP109810.1,1,NZ_CP109810.1
735f3586aa657b51b91e03e33bb499dd,NZ_CP118192.1,1,NZ_CP118192.1
7362ebdd97398a658142011585bb3d4f,NZ_CP036312.1,1,NZ_CP036312.1
7364e713684c73a81ffbcb797b34e4ba,NZ_CP086410.1,1,NZ_CP086410.1
7368bfd7831fac5be5872c59477c7a2d,NZ_CP123554.1,1,NZ_CP123554.1
73692d318ef38165955648153f4807aa,NZ_CP065741.1,1,NZ_CP065741.1
736959939bb149bfdd34ce7bbbe7de50,NZ_AP024741.1,1,NZ_AP024741.1
736f6c87cebee65054dfb3854229e52c,NZ_OY725726.1,1,NZ_OY725726.1
73714157bad2695bf994db1781cbbef7,NZ_CP122935.1,1,NZ_CP122935.1
7372d2df29d39e5535e3155b8a5c8e88,NZ_CP099218.1,1,NZ_CP099218.1
737416fadee47fc09ded57a155c7e8df,NZ_CP093504.1,1,NZ_CP093504.1
73784d89bfdb9f0cfa85368c81a18917,NZ_LR890609.1,1,NZ_LR890609.1
7378747f7db65e2e456ab4803e6292cc,NZ_CP125962.1,1,NZ_CP125962.1
737964e80316326a6fcbe091cd475fb5,NZ_CP118693.1,1,NZ_CP118693.1
73797ec64c638fd5d0714e1b6fde1955,NZ_CP085076.1,1,NZ_CP085076.1
73799751bda80ed37deb6e767ffd4beb,NZ_CP047717.1,1,NZ_CP047717.1
73800d2d157788c3729028fdef34e333,NZ_CP028239.1,1,NZ_CP028239.1
73809d9b1dc7aa288c51a69e11be4a54,NZ_CP020904.1,1,NZ_CP020904.1
7383f591f22adc9bf19318bfec015f6e,NZ_CP082030.1,1,NZ_CP082030.1
738765b41976c3cab6db0d79c14bb50a,NZ_LR215004.1,1,NZ_LR215004.1
7388e2ddfdde5553707a9d1f8c0616c3,NZ_CP129834.1,1,NZ_CP129834.1
738a6c24556e8ef41ea8952f5dfcfb4b,NZ_CP065035.1,1,NZ_CP065035.1
738cdb63f2fa363bb0b50699bf0e4c03,NZ_CP054622.1,1,NZ_CP054622.1
738d8f0fac1fdfae1f878e8b66793322,NZ_AP018812.1,1,NZ_AP018812.1
738ea7b1fd6854748381d1155e080ec8,NZ_AP019741.1,1,NZ_AP019741.1
738f5e7dd2e02618f5156f829d51e81c,NZ_CP117170.1,1,NZ_CP117170.1
7394b879ddc0ed597119ecb5ae8ea2db,NZ_CP141077.1,1,NZ_CP141077.1
7399dfd7bedc872063f72bcd6aebee8e,NZ_CP025439.1,1,NZ_CP025439.1
739a23a1394f383b9ae048fe94a035b5,NC_013657.1,1,NC_013657.1
739d636c41fe54f818597d82757768be,NZ_CP130092.1,1,NZ_CP130092.1
739e4240d4bcc2e2836c8ccfe9d3ca82,NZ_CP114317.1,1,NZ_CP114317.1
73a084961ca41cbf9187cce97d68a2c2,NZ_CP020328.1,1,NZ_CP020328.1
73a221f1be70e74bb5065ddd2fb3d35f,NZ_CP070562.1,1,NZ_CP070562.1
73a23e87d21e1a6946939f0be3cb54f1,NZ_CP024891.1,1,NZ_CP024891.1
73a3117dddb84dc6d09281bc9f69025b,NZ_CP029358.1,1,NZ_CP029358.1
73a52484ab405134effd2aefb8a927e2,NZ_CP132699.1,1,NZ_CP132699.1
73a57f436a59dac9c56fe49dd6c2b325,NZ_CP016166.1,1,NZ_CP016166.1
73a59da4201645c70dc030ddfb04e6fd,NZ_CP117407.1,1,NZ_CP117407.1
73a5b316debb83efdec130935afbb4ea,NZ_OW970370.1,1,NZ_OW970370.1
73a61ec08fde655839e94e6a181fc8c9,NC_010123.1,1,NC_010123.1
73a9a7302c7a8c0d399e97fea8b2d15e,NZ_CP099918.1,1,NZ_CP099918.1
73aa6ea5ca21cd65975d94e42afc68de,NZ_CP133436.1,1,NZ_CP133436.1
73aae1ed4ad38fc006ce7bf624d05d3a,NZ_CP058310.1,1,NZ_CP058310.1
73aca39e8b89093d0565eaf295d71587,NZ_CP021525.1,1,NZ_CP021525.1
73ade7d67eb9d57a67ccc467db512397,NZ_CP077700.1,1,NZ_CP077700.1
73ae191f12ca63ddeeaabd90ca92c54b,NZ_CP063014.1,1,NZ_CP063014.1
73b0366162fa79e3e135f0e3fea1586e,NZ_CP102515.1,1,NZ_CP102515.1
73b18070ee8d0c5ee5faf6afeaf957ed,NZ_AP027426.1,1,NZ_AP027426.1
73b1bf2c309eeedf07b5cd3e5c95558a,NZ_CP103398.1,1,NZ_CP103398.1
73b291d0a5d88247663cc9851d050691,NZ_CP029436.1,1,NZ_CP029436.1
73ba8697836018fae90ae376acccb006,NZ_LR135342.1,1,NZ_LR135342.1
73baacc5081d5dfd78536fc37d235b38,NZ_OU015711.1,1,NZ_OU015711.1
73bb72d3c515838f6e3111deec489c9a,NZ_CP099479.1,1,NZ_CP099479.1
73bca44abeed036beefd5ae4b4f73841,NZ_CP043545.1,1,NZ_CP043545.1
73be364309c42c3418dc3449ee98aef7,NC_017907.1,1,NC_017907.1
73be552f1bc6aa26465e7047ac45a160,NZ_CP013809.1,1,NZ_CP013809.1
73bf4013b799a01e73f021d01da65154,NZ_AP025928.1,1,NZ_AP025928.1
73c24406f573ec957c740f18faa9e74c,NZ_CP083180.1,1,NZ_CP083180.1
73c57825dfd29191b34367514bbc7381,NZ_CP103610.1,1,NZ_CP103610.1
73c7c9795f003f01031d6215c0a584c6,NZ_CP133661.1,1,NZ_CP133661.1
73ccc27483d1bc70674b26104886721a,NZ_CP023725.1,1,NZ_CP023725.1
73ce26e1c8afb1e963656ea31ff4f82d,NZ_CP065414.1,1,NZ_CP065414.1
73cf07ead57cea88c9946ceac223f730,NZ_CP055195.1,1,NZ_CP055195.1
73d1e8dbe77ae82be5724f287c55a8db,NZ_CP061863.1,1,NZ_CP061863.1
73d3b6376ee0ae1c5e2af10d778d8104,NZ_CP010356.1,1,NZ_CP010356.1
73d542b2ea88a39fc84d18a2b52433b0,NZ_CP040760.1,1,NZ_CP040760.1
73d8e322d2a3c48efaa81d2205e2c1b4,NZ_CP137181.1,1,NZ_CP137181.1
73da8a1f540712511a7dfafb74b22cd1,NZ_CP116552.1,1,NZ_CP116552.1
73dbd42b32deccc0546583c509390ce8,NZ_CP096333.1,1,NZ_CP096333.1
73dc74ad39ab59f5dbe2dcf116a06332,NZ_CP141571.1,1,NZ_CP141571.1
73e303ef710b29408678990b8da0ffd8,NZ_CP129778.1,1,NZ_CP129778.1
73e36900f7848e1013d4b557a4224e4c,NZ_CP119872.1,1,NZ_CP119872.1
73e3b08d3809c6e0e2722a1a8320469f,NZ_CP032271.1,1,NZ_CP032271.1
73e7fe76f041b59ca05a696921f896fd,NZ_CP110048.1,1,NZ_CP110048.1
73e8432bc5414c41d913a186b479b485,NZ_CP118671.1,1,NZ_CP118671.1
73e9389875d5c172d5aa0b7a72207486,NZ_CP038320.1,1,NZ_CP038320.1
73ecdefc8cdf8a8bd7cb688eab46fa7b,NZ_CP017244.1,1,NZ_CP017244.1
73edcb899331b9615e9bb5376dfc9162,NZ_CP141336.1,1,NZ_CP141336.1
73f18aa1b20a02bd5726d2d0c1754421,NZ_CP070565.1,1,NZ_CP070565.1
73fa6688e85a555769860185b3d8ffbf,NZ_CP139165.1,1,NZ_CP139165.1
73fc7423d06843f7ab6e817f73ae4c50,NZ_CP014648.1,1,NZ_CP014648.1
73fd4e8e7eab0c4d630139c7e4549187,NZ_CP117358.1,1,NZ_CP117358.1
7400768032969153fe8445cdce486f56,NZ_CP073077.1,1,NZ_CP073077.1
7402a6559970f3dace58a6dc1352b138,NZ_CP107304.1,1,NZ_CP107304.1
7402e6824fccb076c3de0a4037da2ca1,NZ_CP117391.1,1,NZ_CP117391.1
7406c6afae9062c906083b99b489bc7a,NZ_CP116726.1,1,NZ_CP116726.1
7408042a33ddb344fe9a1abbd9777e47,NZ_CP061200.1,1,NZ_CP061200.1
740f97bd11098f317eaad9800860201c,NZ_CP104457.1,1,NZ_CP104457.1
741189ba9ecc6e2e95d3e0c3b66ba2c6,NZ_AP022338.1,1,NZ_AP022338.1
74124d0d6ec0392789edaa288ac597b5,NZ_CP051653.1,1,NZ_CP051653.1
7412563fc1955b7d97523165dd4c7593,NZ_CP138719.1,1,NZ_CP138719.1
7413efd68aa494a4f74a8db180a237a4,NZ_CP026475.1,1,NZ_CP026475.1
74153d8619f3284a1e7b8d0de1f36ed4,NZ_CP072457.1,1,NZ_CP072457.1
74160fab00f668f20d5b74233c2fa459,NZ_CP075453.1,1,NZ_CP075453.1
7418339c3fbfcc7b39a2aec9930dc9a6,NZ_CP090138.1,1,NZ_CP090138.1
7419ed2e361181509a3abbe4ca819cf9,NZ_CP090825.2,1,NZ_CP090825.2
741c00fed2724626f29c1d4ac88da15a,NZ_CP117871.1,1,NZ_CP117871.1
74228d868fcd010c4282f27c29e43430,NZ_CP091951.1,1,NZ_CP091951.1
7426dd3839c570f09579a96fcc1cb2f2,NZ_CP107144.1,1,NZ_CP107144.1
742b727087455bcf4fc693d747dd4c60,NZ_CP134377.1,1,NZ_CP134377.1
742bdaa1ae73d0927f337dfd7b36a954,NZ_CP045770.1,1,NZ_CP045770.1
742c6d59341440b0094e2180aa7f97e7,NZ_CP110512.1,1,NZ_CP110512.1
742cbdd2a18d090fab307afb2fe49abf,NC_013744.1,1,NC_013744.1
7438183c682d3f12a460c52b07977934,NZ_CP063489.1,1,NZ_CP063489.1
743943e4468a9fd85280fa97d414605a,NZ_AP025659.1,2,NZ_AP025659.1;NZ_AP025664.1
743b24d315fe833353c09e28267d4be7,NZ_CP063800.1,1,NZ_CP063800.1
74400d4835c0398674b2483acec4fcd4,NZ_CP012652.1,1,NZ_CP012652.1
74416699d1f8f2922e80eb82dbbd8cff,NZ_CP114577.1,1,NZ_CP114577.1
7442724aab20ca86c0abc0c6baf1a372,NZ_CP080135.1,1,NZ_CP080135.1
74451e551c1b0bcfd44ebf239966a954,NC_018742.1,1,NC_018742.1
7446aaf748abaff026bc07b9c046d5af,NZ_LR890329.1,1,NZ_LR890329.1
744cca5c7c7394d38192d12949391c49,NZ_CP122657.1,1,NZ_CP122657.1
744f974995141f1b92c650661275347e,NZ_CP008901.1,2,NZ_CP008901.1;NZ_CP008908.1
74553a9fc704303e79d12e37643c201c,NZ_CP074029.1,1,NZ_CP074029.1
7455a89f583ac9bcb0d51991a73223e4,NZ_CP096240.1,1,NZ_CP096240.1
7455fa72693db66a4738764700ce5307,NZ_CP049212.1,1,NZ_CP049212.1
745b6eecec7a97ecc6aa50377dc8786f,NZ_CP039329.1,1,NZ_CP039329.1
745c10dbad03ea3514768d4e674e5a52,NZ_CP085937.1,1,NZ_CP085937.1
745ce2f157d9f274871e266ef53d1ce5,NZ_CP017056.1,1,NZ_CP017056.1
745e20a38323faf0c0d74490ee19bbd1,NZ_CP141989.1,1,NZ_CP141989.1
745e39646e1192637104665b5847992c,NZ_CP126799.1,1,NZ_CP126799.1
745f4ece52d4c678cddc82dc3d157753,NZ_CP056729.1,1,NZ_CP056729.1
7461243c91bb85355e655ae0a46b08a6,NZ_CP055163.1,1,NZ_CP055163.1
746282f3bb1f5fe26f3aa5cbd87642fd,NZ_CP129804.1,1,NZ_CP129804.1
7464f8fa76cdb2f357de5a192d9cbd55,NZ_CP090210.1,1,NZ_CP090210.1
746758e15cede5cf1169be4a9a88a564,NZ_CP026644.1,1,NZ_CP026644.1
74678a15c02b6c68575790407e8c4bab,NZ_CP132626.1,1,NZ_CP132626.1
74686adc808ab2fb6d6d5eee9cabfa4a,NZ_CP107504.1,1,NZ_CP107504.1
74688c09305f842d281432056297ef8d,NZ_CP044447.1,1,NZ_CP044447.1
746bbc557f9ba2708dfed723adbb329c,NZ_CP045989.1,1,NZ_CP045989.1
746ce1dd0e780e2c9321dd930dc8ef78,NZ_CP104542.1,1,NZ_CP104542.1
7477904a4f4ede5ca666b4e4461e5cbb,NZ_CP101868.1,1,NZ_CP101868.1
747b7fb2d00b817953f09d579f418ffb,NZ_CP071725.1,1,NZ_CP071725.1
747cd01926545a9c07f4acd9a387a6eb,NZ_CP083632.1,1,NZ_CP083632.1
747ef7fe3e3a8806c49e31a09ea7adb0,NZ_CP089020.1,1,NZ_CP089020.1
