accession,md5,locus_tag,product,regex_match,category,rohan_transposase_count
NZ_CP123542.1,7c1c421b8a94d946afa2680caffad98c,QE258_RS28165,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NC_006873.1,7c24cfb5556f555607ee7be7128757ec,BF9343_RS21510,conjugative transposon protein TraN,transposon,other_transposase_or_IS,3
NC_006873.1,7c24cfb5556f555607ee7be7128757ec,BF9343_RS21515,conjugative transposon protein TraM,transposon,other_transposase_or_IS,3
NC_006873.1,7c24cfb5556f555607ee7be7128757ec,BF9343_RS21525,conjugative transposon protein TraK,transposon,other_transposase_or_IS,3
NZ_CP122870.1,7c4eaa0070e68dd915c49d9fa8fd75f4,QDX04_RS23340,IS91-like element IS91 family transposase,IS,other_transposase_or_IS,1
NZ_CP109056.1,7c6b6cf786b960ab9895e82f02d92f03,OG430_RS48625,IS5 family transposase,IS,other_transposase_or_IS,1
NZ_CP018726.1,7c8e9758d232d49629e102983c923498,BJD12_RS22995,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP122944.1,7d8b7b5d16cfe1c11ddfbf23290bacec,LLUL021_RS14165,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP035158.1,7d99ebf86403ea77d2a24eba3dfb56ad,EQK05_RS15830,IS30 family transposase,IS,other_transposase_or_IS,1
NZ_CP035158.1,7d99ebf86403ea77d2a24eba3dfb56ad,EQK05_RS15120,IS5 family transposase,IS,other_transposase_or_IS,1
NZ_CP035158.1,7d99ebf86403ea77d2a24eba3dfb56ad,EQK05_RS15125,IS30 family transposase,IS,other_transposase_or_IS,1
NZ_CP095771.1,7d9bab8fbfc91955183b78e3449eb8fb,MX654_RS36070,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP095771.1,7d9bab8fbfc91955183b78e3449eb8fb,MX654_RS36075,Tn3 family transposase post-transcriptional regulator TnpC,Tn3,tn3_family_unit_transposon,2
NZ_CP023413.1,7da679b8ef8f64ea8491af2c83a5c29b,CMR01_RS15535,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,2
NZ_CP023413.1,7da679b8ef8f64ea8491af2c83a5c29b,CMR01_RS15620,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,2
NZ_CP023413.1,7da679b8ef8f64ea8491af2c83a5c29b,CMR01_RS16240,IS4 family transposase,IS,other_transposase_or_IS,2
NZ_CP060451.1,7deae4ed2c5d51b5e0f736f9ba43f493,H8Z73_RS23925,Tn3-like element ISXc4 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP040802.1,7df96a1efe3dbcf4126a594741654cec,FHD66_RS13740,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,1
NZ_CP040802.1,7df96a1efe3dbcf4126a594741654cec,FHD66_RS13795,IS6 family transposase,IS,other_transposase_or_IS,1
NZ_CP040802.1,7df96a1efe3dbcf4126a594741654cec,FHD66_RS13845,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,1
NZ_CP085430.1,7e0080c178e3627ca74d363d867ee19d,LIT30_RS28760,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,2
NZ_CP085430.1,7e0080c178e3627ca74d363d867ee19d,LIT30_RS29880,IS6 family transposase,IS,other_transposase_or_IS,2
NZ_CP085430.1,7e0080c178e3627ca74d363d867ee19d,LIT30_RS28990,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,2
NZ_CP043648.1,7e405bfed313d8dd77b1a7397dbc7002,F1C16_RS21925,conjugative transposon protein TraM,transposon,other_transposase_or_IS,1
NZ_CP066411.1,7eb548fe57bfefc3929e63c28b172632,JCP94_RS15165,IS110 family RNA-guided transposase,IS,other_transposase_or_IS,2
NZ_CP066411.1,7eb548fe57bfefc3929e63c28b172632,JCP94_RS15290,ISL3-like element IS1251 family transposase,IS,other_transposase_or_IS,2
NZ_CP017043.1,7eba0147f4cde3b9403641b09ea634da,BCS37_RS12080,TnpV protein,Tnp,other_transposase_or_IS,1
NZ_CP128948.1,7f26e67cebb55bd193ca9c9dfc6aaac5,QVM95_RS24330,transposase,transposase,other_transposase_or_IS,1
NZ_CP137184.1,7f6d92b009cf2b78a73a3e7b835ed1c6,R4T16_RS25025,IS1-like element IS1B family transposase,IS,other_transposase_or_IS,1
NZ_CP095792.1,7fa6518ff9dacb64aaa810a7413707c7,MYB88_RS25160,IS91 family transposase,IS,other_transposase_or_IS,1
NZ_CP011638.1,80503edbbe9bd27c7b2f94e4ce5129f1,AB188_RS00030,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_AP022192.1,805b35714ae8cb9c2ea912dd2a26bdf3,H7R68_RS25290,IS4-like element ISApu1 family transposase,IS,other_transposase_or_IS,4
NZ_AP022192.1,805b35714ae8cb9c2ea912dd2a26bdf3,H7R68_RS25365,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,4
NZ_CP092520.1,8084acc8b6860056a2fd9b5c234430a9,MKD34_RS09460,transposase,transposase,other_transposase_or_IS,3
NZ_CP092520.1,8084acc8b6860056a2fd9b5c234430a9,MKD34_RS12280,transposase,transposase,other_transposase_or_IS,3
NZ_CP092520.1,8084acc8b6860056a2fd9b5c234430a9,MKD34_RS12285,IS3 family transposase,IS,other_transposase_or_IS,3
NZ_CP086952.1,8085bdf8f59b33fa1d8cbcdf9b09d6af,LOE14_RS22480,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP046102.1,809cdcce4893a312a2eefbf98dc6bfaf,GJB56_RS31250,insoluble domain protein,ins,unclear_likely_false_positive,1
NC_017320.1,80d48eca12154b55f42f3b9184ef1c3e,SFXV_RS26575,IS1 family transposase,IS,other_transposase_or_IS,1
NZ_CP062142.1,80d8f18a0d949a57e4e5780e28d2b51c,IG177_RS26895,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP130484.1,80da7bcb4b8ced639a699b44db9410c7,Q3O43_RS29865,IS1380 family transposase,IS,other_transposase_or_IS,1
NZ_CP130484.1,80da7bcb4b8ced639a699b44db9410c7,Q3O43_RS30395,transposase,transposase,other_transposase_or_IS,1
NZ_CP080035.1,80e275fb74c420739196847d71530faf,KWG56_RS18560,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP084348.1,80ef47acbc241fa6bc947277ae6e2a6d,KB553_RS23510,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP084348.1,80ef47acbc241fa6bc947277ae6e2a6d,KB553_RS23520,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP138745.1,80f19f12f771f998aad45e33af32b584,R8538_RS29420,IS1-like element IS1X3 family transposase,IS,other_transposase_or_IS,1
NZ_CP023175.1,811251fdc742280eb89084e863bb7971,CLC99_RS18545,IS66 family insertion sequence element accessory protein TnpA,IS,tn3_family_unit_transposon,2
NZ_CP023175.1,811251fdc742280eb89084e863bb7971,CLC99_RS18730,IS30 family transposase,IS,other_transposase_or_IS,2
NZ_CP023175.1,811251fdc742280eb89084e863bb7971,CLC99_RS17055,transposase,transposase,other_transposase_or_IS,2
NZ_CP023175.1,811251fdc742280eb89084e863bb7971,CLC99_RS17100,IS256 family transposase,IS,other_transposase_or_IS,2
NZ_CP023175.1,811251fdc742280eb89084e863bb7971,CLC99_RS18690,IS3 family transposase,IS,other_transposase_or_IS,2
NZ_CP024108.1,813cf19ab16f681ac3f65f0f73b5a0bd,CG480_RS22195,Tn7-like element transposition protein TnsE,Tn7,other_transposase_or_IS,2
NZ_CP024108.1,813cf19ab16f681ac3f65f0f73b5a0bd,CG480_RS22200,TnsD family transposase,transposase,other_transposase_or_IS,2
NZ_CP024108.1,813cf19ab16f681ac3f65f0f73b5a0bd,CG480_RS22215,heteromeric transposase endonuclease subunit TnsA,transposase,other_transposase_or_IS,2
NZ_CP014101.1,816347314d694ec2493392e2552c80d9,AL477_RS25680,transposase,transposase,other_transposase_or_IS,1
NZ_CP014101.1,816347314d694ec2493392e2552c80d9,AL477_RS25695,IS91 family transposase,IS,other_transposase_or_IS,1
NZ_CP050942.1,81a34eb718caba71d870e4a1118ae014,GW536_RS17955,IS30 family transposase,IS,other_transposase_or_IS,1
NZ_CP081919.1,81ba29dee7a88e0138b3b71be4855f5a,K6V23_RS28515,conjugative transposon protein TraN,transposon,other_transposase_or_IS,3
NZ_CP081919.1,81ba29dee7a88e0138b3b71be4855f5a,K6V23_RS28520,conjugative transposon protein TraM,transposon,other_transposase_or_IS,3
NZ_CP081919.1,81ba29dee7a88e0138b3b71be4855f5a,K6V23_RS28530,conjugative transposon protein TraK,transposon,other_transposase_or_IS,3
NZ_CP088098.1,81e358c01127cb7b134627ce1c7b112a,RlegSU303_RS32240,ISNCY family transposase,IS,other_transposase_or_IS,1
NZ_CP042485.1,8231e141b4ceb09fa54d5f51d8af95fb,FR751_RS28150,IS6-like element IS26 family transposase,IS,other_transposase_or_IS,3
NZ_CP042485.1,8231e141b4ceb09fa54d5f51d8af95fb,FR751_RS28165,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP077623.1,8249d0a58731a049ccc568a59aea4fb9,KTC98_RS24600,IS91 family transposase,IS,other_transposase_or_IS,1
NZ_LT883140.1,824bc1afa059f8d7d698484b7539e0de,EC1094V2_RS00780,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP123580.1,826c9c30bff9469876521d92b1cbaa35,QEH68_RS22060,IS110 family RNA-guided transposase,IS,other_transposase_or_IS,2
NZ_CP123580.1,826c9c30bff9469876521d92b1cbaa35,QEH68_RS22430,TnpV protein,Tnp,other_transposase_or_IS,2
NZ_CP082853.1,82beb202a1f3f0544e3e4615871654d6,K8O89_RS18485,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP082853.1,82beb202a1f3f0544e3e4615871654d6,K8O89_RS20465,IS5/IS1182 family transposase,IS,other_transposase_or_IS,3
NZ_CP082853.1,82beb202a1f3f0544e3e4615871654d6,K8O89_RS18490,IS5 family transposase,IS,other_transposase_or_IS,3
NZ_CP082853.1,82beb202a1f3f0544e3e4615871654d6,K8O89_RS18540,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP082853.1,82beb202a1f3f0544e3e4615871654d6,K8O89_RS20470,IS5/IS1182 family transposase,IS,other_transposase_or_IS,3
NZ_CP082853.1,82beb202a1f3f0544e3e4615871654d6,K8O89_RS18545,IS5 family transposase,IS,other_transposase_or_IS,3
NZ_CP128889.1,82beb60f54cc05f7606f605d5d1e509c,QVN08_RS23415,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP108045.1,82dd3ec44f79deae42e1e4992917a6cc,OHB23_RS22405,transposase,transposase,other_transposase_or_IS,1
NZ_CP100671.1,82f07b41b8e17b9394af7e19153c7afc,NL713_RS23075,IS5-like element ISKpn26 family transposase,IS,other_transposase_or_IS,2
NZ_CP100671.1,82f07b41b8e17b9394af7e19153c7afc,NL713_RS23240,defense against restriction DarA-related protein,ins,unclear_likely_false_positive,2
NZ_CP100671.1,82f07b41b8e17b9394af7e19153c7afc,NL713_RS23600,IS1-like element IS1B family transposase,IS,other_transposase_or_IS,2
NZ_CP050838.1,8301103d347506fea08a3037b7b0382c,HC680_RS29975,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP022173.1,831a3869f7c097ab94cb37e890eb43bb,CE456_RS01870,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP081904.1,832ef083b3b516cbcc3ae15a4474bbd4,K6V26_RS00155,conjugative transposon protein TraN,transposon,other_transposase_or_IS,2
NZ_CP081904.1,832ef083b3b516cbcc3ae15a4474bbd4,K6V26_RS00160,conjugative transposon protein TraM,transposon,other_transposase_or_IS,2
NZ_CP082344.1,837a0ca391a34dc98361a03166eed0e1,K7X52_RS24310,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP068117.1,83aa95d5ca62220174091346d8928b26,I6I82_RS14720,IS200/IS605 family transposase,IS,other_transposase_or_IS,1
NZ_CP068117.1,83aa95d5ca62220174091346d8928b26,I6I82_RS01320,IS982-like element ISEfm1 family transposase,IS,other_transposase_or_IS,1
NZ_CP058558.1,83bcd16f9bbbecd88f6159ec06da9e6e,HYG84_RS17540,IS1 family transposase,IS,other_transposase_or_IS,1
NZ_OW970417.1,83c2ed64dc78db1e0df4e3072bfe0261,LQV26_RS27315,IS1-like element IS1B family transposase,IS,other_transposase_or_IS,1
NZ_AP023209.1,83c78f9a78d76d9cead6b03ef2e95cda,HUV20_RS22670,molybdenum cofactor insertion chaperone PaoD,insertion,other_transposase_or_IS,1
NZ_CP075196.1,83c85f1d3aa995f4b4c7a5c020daddc4,KHO74_RS27330,conjugative transposon protein TraM,transposon,other_transposase_or_IS,2
NZ_CP075196.1,83c85f1d3aa995f4b4c7a5c020daddc4,KHO74_RS27335,conjugative transposon protein TraN,transposon,other_transposase_or_IS,2
NZ_CP069372.1,83d160935b6d91bdd226b4afb114a543,JO391_RS20900,IS110 family RNA-guided transposase,IS,other_transposase_or_IS,2
NZ_CP069372.1,83d160935b6d91bdd226b4afb114a543,JO391_RS21150,IS6 family transposase,IS,other_transposase_or_IS,2
NZ_CP033355.2,83f177dd2f6e7598bba04270ecd32a6d,EB780_RS04030,IS3 family transposase,IS,other_transposase_or_IS,1
NZ_CP079166.1,840061212fdaf7a2e0cce2d3a534e193,KWY74_RS26635,lipoprotein insertase outer membrane protein LolB,ins,unclear_likely_false_positive,1
NZ_CP139034.1,8407c9a700f2077a7a271848e6a6ea38,SH589_RS28280,Tn3-like element TnAs1 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP106755.1,841625533941f093c291f3a3622683b0,N7922_RS25145,Tn3-like element TnShfr1 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP106755.1,841625533941f093c291f3a3622683b0,N7922_RS25235,IS3 family transposase,IS,other_transposase_or_IS,1
NZ_CP039224.1,8449eb85d1f0e7098e97912d12d75c75,PsalN5692_RS20025,IS30 family transposase,IS,other_transposase_or_IS,1
NZ_CP132287.1,847e2eeb8b3736f3124d7d4b09b978c5,GXN37_RS30030,transposase,transposase,other_transposase_or_IS,1
NZ_CP040097.1,84b2b38202cd0e889d02cc3dca727c48,FCN45_RS22960,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP077733.1,84c171ec7d244c0659217f29c633be10,KSP41_RS06050,RNA-guided endonuclease TnpB family protein,Tnp,other_transposase_or_IS,1
NZ_CP077733.1,84c171ec7d244c0659217f29c633be10,KSP41_RS06225,RNA-guided endonuclease TnpB family protein,Tnp,other_transposase_or_IS,1
NZ_OY725778.1,84c18618ac8aaf02b9de2b96b6e75fd7,UNS60_RS14740,TraG family conjugative transposon ATPase,transposon,other_transposase_or_IS,2
NZ_OY725778.1,84c18618ac8aaf02b9de2b96b6e75fd7,UNS60_RS14765,conjugative transposon protein TraM,transposon,other_transposase_or_IS,2
NZ_CP075991.1,8514899a19d87d53132b94a40f8b1152,KLF49_RS15670,IS630 transposase-related protein,IS,other_transposase_or_IS,1
NZ_CP036074.1,8532f57600dc0992788f75d26c129a70,EXW59_RS00035,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP046611.1,855ab1576f0aae73886b04233de40183,GON15_RS39115,IS256 family transposase,IS,other_transposase_or_IS,1
NZ_CP087050.1,8583ccf399d3144e4f70959e7c75da5f,LOE42_RS24440,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP109878.1,85add8d4bcc0673cdcdc7a72f0949843,NQ150_RS26990,IS5-like element IS5 family transposase,IS,other_transposase_or_IS,1
NZ_CP059578.1,8682998c59c925d5e6a5e2ddd335fae4,HBNCFIEN_RS17315,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP134760.1,86a6b7a21ea79484d4a016f4c5a9d245,RM156_RS22535,IS3 family transposase,IS,other_transposase_or_IS,1
NZ_CP134760.1,86a6b7a21ea79484d4a016f4c5a9d245,RM156_RS22565,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP134760.1,86a6b7a21ea79484d4a016f4c5a9d245,RM156_RS23340,IS6 family transposase,IS,other_transposase_or_IS,1
NZ_CP054832.1,86ca6ed0bad7889ade5cf9925d6f50e9,HSZ48_RS13005,IS30 family transposase,IS,other_transposase_or_IS,2
NZ_CP054832.1,86ca6ed0bad7889ade5cf9925d6f50e9,HSZ48_RS13015,IS30 family transposase,IS,other_transposase_or_IS,2
NC_017222.1,86e10aa84de0d975f288d4d9689fbb38,BLNIAS_RS11565,transposase,transposase,other_transposase_or_IS,2
NZ_CP076511.1,86f11f8f7932d905350b60379a7e6a52,KPF77_RS09115,RNA-guided endonuclease InsQ/TnpB family protein,Ins,other_transposase_or_IS,2
NZ_CP076511.1,86f11f8f7932d905350b60379a7e6a52,KPF77_RS09120,IS200/IS605 family transposase,IS,other_transposase_or_IS,2
NZ_CP086789.1,8728ab92d137539ab1aa8a013b738d69,LOE39_RS22920,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_AP022348.1,873c8854549b1ec866912016f7ec1b69,ICHIJ1_RS12120,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP028972.1,877765ae7fd444fb857cf062aac81f3c,DCS14_RS31000,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP090352.1,87af1005e73999b6df8ff3eb06523c05,LXM90_RS31485,IS6 family transposase,IS,other_transposase_or_IS,1
NZ_AP015032.1,87cb690f5a229044b755be5e2641e0ca,KF715C_RS34865,defense against restriction DarA-related protein,ins,unclear_likely_false_positive,1
NZ_AP015032.1,87cb690f5a229044b755be5e2641e0ca,KF715C_RS34920,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP037916.1,87dfa35acf918ae6d1ccd69af34ff43d,E2E30_RS20485,transposase,transposase,other_transposase_or_IS,1
NZ_CP077630.1,8800ff83e718883441e5341bb50e771e,KTC95_RS23750,IS30 family transposase,IS,other_transposase_or_IS,2
NZ_CP077630.1,8800ff83e718883441e5341bb50e771e,KTC95_RS23855,IS91 family transposase,IS,other_transposase_or_IS,2
NZ_CP077630.1,8800ff83e718883441e5341bb50e771e,KTC95_RS23955,IS3 family transposase,IS,other_transposase_or_IS,2
NZ_CP015787.1,88024b6234e454c230f3c5649ac9e20d,Bmayo_RS05370,transposase,transposase,other_transposase_or_IS,1
NZ_CP120748.1,880ceaeb4720ceffbb510dd2da56f29c,P7C31_RS14160,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP134726.1,88b2c4c4713366d658456cf05dbbd101,RM158_RS23475,IS3 family transposase,IS,other_transposase_or_IS,1
NZ_CP070617.1,88c0fbbea089d07c6589c9e793dad5ad,JWS13_RS04295,insoluble domain protein,ins,unclear_likely_false_positive,3
NZ_CP070617.1,88c0fbbea089d07c6589c9e793dad5ad,JWS13_RS04415,TnsA-like heteromeric transposase endonuclease subunit,transposase,other_transposase_or_IS,3
NZ_CP034172.1,88dbcbacea187d07a5699da77ad5f51c,EIH08_RS12360,conjugative transposon protein TraM,transposon,other_transposase_or_IS,2
NZ_CP034172.1,88dbcbacea187d07a5699da77ad5f51c,EIH08_RS12385,TraG family conjugative transposon ATPase,transposon,other_transposase_or_IS,2
NZ_CP014109.1,88e30ebd37ad9814e51f144aefadde61,AL502_RS00025,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP047456.1,893d8c6c1f439a50cd8f103bc4bd4d5d,GTK48_RS22435,IS1 family transposase,IS,other_transposase_or_IS,1
NZ_CP027514.1,894aa289d437ed791457ca302301140d,C6Y18_RS15865,IS110 family RNA-guided transposase,IS,other_transposase_or_IS,1
NZ_CP107868.1,896aa5ec980d7ab5c222fb36c8867b31,OHA87_RS47855,RNA-guided endonuclease InsQ/TnpB family protein,Ins,other_transposase_or_IS,1
NZ_CP130338.1,89c6c4c2653cff9a9b70628ad285962a,Q2U85_RS30355,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP086828.1,89fe7c0eba2627ac0093e560c65ed6a0,LOE28_RS22220,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP121116.1,8a052b4656e6bd11978974dca66148c7,P8S53_RS20070,IS5 family transposase,IS,other_transposase_or_IS,1
NZ_CP027379.1,8a3e63fb9f228d86d08aa37d0446f184,C6P81_RS27375,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP021115.1,8a3eebc8095a9da01e82907c61e81707,B9057_RS14665,transposase,transposase,other_transposase_or_IS,1
NZ_CP084010.1,8a6289842028f3bb01a46c2568e11bcf,LCR03_RS11840,IS6 family transposase,IS,other_transposase_or_IS,1
NZ_CP010055.1,8a7cdf001a18e906c5e9f603b100d29b,PK28_RS17215,conjugative transposon protein TraM,transposon,other_transposase_or_IS,1
NZ_CP126993.1,8b6a0f0c8a9ff82248d67ac753614a4b,QQF68_RS27915,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP086937.1,8c8d44bca741bfdff40265278ee143c7,LOE16_RS22535,IS110 family RNA-guided transposase,IS,other_transposase_or_IS,2
NZ_CP086937.1,8c8d44bca741bfdff40265278ee143c7,LOE16_RS22615,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP050394.1,8cd476a1fb2923b65041e6328a3b0495,HBM80_RS00515,heteromeric transposase endonuclease subunit TnsA,transposase,other_transposase_or_IS,2
NZ_CP074431.1,8ce3b4ef243df8ab0a7775194780bed1,KFD69_RS23600,IS6-like element IS26 family transposase,IS,other_transposase_or_IS,1
NZ_CP074431.1,8ce3b4ef243df8ab0a7775194780bed1,KFD69_RS23620,IS91 family transposase,IS,other_transposase_or_IS,1
NZ_CP074431.1,8ce3b4ef243df8ab0a7775194780bed1,KFD69_RS23635,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP061282.1,8d1452b30976008becec5f1f02d4be20,IAG42_RS36350,RNA-guided endonuclease InsQ/TnpB family protein,Ins,other_transposase_or_IS,1
NZ_CP061282.1,8d1452b30976008becec5f1f02d4be20,IAG42_RS37040,transposase,transposase,other_transposase_or_IS,1
NZ_CP023162.1,8d60b125f3fcc43131a99451d8d1ac3c,CIW72_RS23045,Tn3-like element ISXc4 family transposase,Tn3,tn3_family_unit_transposon,1
NC_008042.1,8d676ed8a6712492624846f9418fbdc4,TM1040_RS00160,transposase,transposase,other_transposase_or_IS,1
NC_008042.1,8d676ed8a6712492624846f9418fbdc4,TM1040_RS19825,transposase,transposase,other_transposase_or_IS,1
NC_008042.1,8d676ed8a6712492624846f9418fbdc4,TM1040_RS20115,transposase,transposase,other_transposase_or_IS,1
NC_014756.1,8d6dfd3074cf07c0a8e988d832438540,SULKU_RS14860,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NC_014756.1,8d6dfd3074cf07c0a8e988d832438540,SULKU_RS13990,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NC_014756.1,8d6dfd3074cf07c0a8e988d832438540,SULKU_RS14010,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP045715.1,8d76ba1d54220c0beb4796b8ed2efced,GHT02_RS27165,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP014928.1,8e006ebcbb718ea29b012faddf6c5297,AYR63_RS16000,IS30-like element ISLsa1 family transposase,IS,other_transposase_or_IS,2
NZ_CP014928.1,8e006ebcbb718ea29b012faddf6c5297,AYR63_RS16005,IS256 family transposase,IS,other_transposase_or_IS,2
NZ_CP016846.1,8e4205e6d8f7ab168fe39571dea5b9c3,BFC23_RS16665,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP016846.1,8e4205e6d8f7ab168fe39571dea5b9c3,BFC23_RS16770,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP086958.1,8e5893b13bfc92cdccdc927959dea236,LOE13_RS21265,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP052878.1,8e772deff76fd1975ffb9a863472d417,HJD21_RS22720,IS1380 family transposase,IS,other_transposase_or_IS,2
NZ_CP052878.1,8e772deff76fd1975ffb9a863472d417,HJD21_RS22725,IS91 family transposase,IS,other_transposase_or_IS,2
NZ_CP052878.1,8e772deff76fd1975ffb9a863472d417,HJD21_RS22735,IS1380-like element ISEcp1 family transposase,IS,other_transposase_or_IS,2
NZ_CP063235.1,8e86b4e527fa316ac237657fbb714891,IM699_RS29130,insoluble domain protein,ins,unclear_likely_false_positive,2
NZ_CP063235.1,8e86b4e527fa316ac237657fbb714891,IM699_RS29230,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP025502.1,8e8d3661c7b2222c4a054c7bbd6d4b1c,CYK96_RS16090,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP025502.1,8e8d3661c7b2222c4a054c7bbd6d4b1c,CYK96_RS16095,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,2
NZ_CP025502.1,8e8d3661c7b2222c4a054c7bbd6d4b1c,CYK96_RS16215,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,2
NZ_AP025021.1,8e9f0623445faa66ce6cc1110b08b63c,CAL7716_RS54195,ISNCY family transposase,IS,other_transposase_or_IS,1
NZ_AP025021.1,8e9f0623445faa66ce6cc1110b08b63c,CAL7716_RS54385,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_AP025021.1,8e9f0623445faa66ce6cc1110b08b63c,CAL7716_RS54410,transposase,transposase,other_transposase_or_IS,1
NZ_CP042168.1,8f1be6397a89eb653992770573428fa0,FPQ37_RS41865,IS256 family transposase,IS,other_transposase_or_IS,1
NZ_CP051420.1,8f22022ec90c2e75a85353cbfd0e5115,HFQ25_RS00180,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP014118.1,8f27d22373d7bc96f0303f0e06545fd5,AL514_RS00170,IS6 family transposase,IS,other_transposase_or_IS,1
NZ_CP014118.1,8f27d22373d7bc96f0303f0e06545fd5,AL514_RS00230,DDE-type integrase/transposase/recombinase,transposase/recombinase,other_transposase_or_IS,1
NZ_CP044308.1,8f5c21b4f97d20609204db4b6c562edd,F4W66_RS24370,iron-sulfur cluster insertion protein ErpA,insertion,other_transposase_or_IS,1
NZ_CP104759.1,8f9f74501755bef980f655acaa6b76e2,N5580_RS20095,oxygen-insensitive NAD(P)H nitroreductase,ins,unclear_likely_false_positive,1
NZ_CP047425.1,8fa1321e3ceec868213b6fdefa941809,GTK42_RS23265,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_AP022204.1,8fc46ae96124af5f361e0a4cf4355b15,H7R69_RS25495,IS4-like element ISApu1 family transposase,IS,other_transposase_or_IS,4
NZ_AP022204.1,8fc46ae96124af5f361e0a4cf4355b15,H7R69_RS25570,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,4
NZ_CP083550.1,8fdbc5262987cc66eb17608a91fa878e,K3724_RS22965,transposase,transposase,other_transposase_or_IS,2
NZ_CP083550.1,8fdbc5262987cc66eb17608a91fa878e,K3724_RS23075,IS110 family RNA-guided transposase,IS,other_transposase_or_IS,2
NZ_CP079649.1,8fe79ff54c29f6f5173600928a2ceaf3,KW559_RS27970,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
