md5,category,gene,pident,qcov,n_copies,rep_accession,rep_locus,rep_product,is_family,left_flank,right_flank,subject_title
2f666590e8517c6c785db55d89a228d0,bacmet,silP,95.6,100.0,4,NZ_CP058549.1,HXT63_RS26945,Ag(+)-translocating P-type ATPase SilP,IS5,c,c,BAC0346|silP|sp|Q9ZHC7|SILP_SALTM Silver exporting P-type ATPase OS=Salmonella t
2f6bc171e00a46f8fb37dc283c06482a,bacmet,qacEdelta1,98.1,90.8,2,NZ_CP100393.1,NJR02_RS22295,quaternary ammonium compound efflux SMR transporter QacE,IS6,c,c,BAC0323|qacEdelta1|tr|Q7BQY4|Q7BQY4_PSEAI Disinfectant resistance protein OS=Pse
2fa563e81a418e89ff85a6af4ec86b3c,bacmet,corA,99.4,100.0,1,NZ_CP053721.1,HP434_RS22720,magnesium/cobalt transporter CorA,IS1,c,c,BAC0086|corA|sp|P0ABI4|CORA_ECOLI Magnesium transport protein CorA OS=Escherichi
2ffc12e833c45feafa1bedf9366ee517,bacmet,arsB,90.7,100.0,1,NZ_CP092395.1,KZ659_RS26125,arsenic transporter,IS110,c,c,BAC0577|arsB|sp|P74985|ARSB_YEREN Arsenical pump membrane protein OS=Yersinia en
30350df6b80135cb7372a63c336de5e7,bacmet,merB,97.6,94.1,1,NZ_CP109697.1,OI909_RS25305,organomercurial lyase MerB,IS110,c,c,BAC0659|merB|sp|P08664|MERB_SERMA Alkylmercury lyase OS=Serratia marcescens GN=m
3106c1c967d5c9c119476f331d20f39f,bacmet,arsC,100.0,100.0,12,NZ_CP063888.1,ISB14_RS26250,glutaredoxin-dependent arsenate reductase,IS1,c,p,BAC0584|arsC|sp|O50595|ARSC_ACIMA Arsenate reductase OS=Acidiphilium multivorum 
3122c2b644a5e03568b45ad3ac821118,bacmet,arsB,98.6,100.0,1,NZ_CP107722.1,N4T39_RS25795,arsenite efflux transporter membrane subunit ArsB,IS6,c,c,BAC0031|arsB|sp|P08691|ARSB1_ECOLX Arsenical pump membrane protein OS=Escherichi
312d2deab17fa84bd16258e528d7f058,bacmet,tcrZ,100.0,100.0,24,NZ_CP074110.1,JVU00_RS12250,copper chaperone TcrZ,IS256,c,c,BAC0742|tcrZ|tr|Q3MNJ5|Q3MNJ5_ENTFC TcrZ OS=Enterococcus faecium GN=tcrZ PE=4 SV
318502bac10cf48ee99b7b70eaf4d0c1,bacmet,fecE,100.0,100.0,6,NZ_CP128951.1,QVM94_RS22085,Fe(3+) dicitrate ABC transporter ATP-binding protein FecE,IS3,c,p,BAC0164|fecE|sp|P15031|FECE_ECOLI Fe(3+) dicitrate transport ATP-binding protein
31a3ef856ee26d5c26c7c0a8f271bbbf,bacmet,merD,99.2,100.0,1,NZ_CP087717.1,LPS07_RS20010,mercury resistance co-regulator MerD,IS5,c,p,"BAC0668|merD|tr|Q5NUV1|Q5NUV1_RALME MerD from Tn4378, regulatory protein involve"
32ba67179894a448ed4d4759c4f413b4,bacmet,fecD,91.2,100.0,2,NZ_CP050844.1,HC697_RS26860,Fe(3+) dicitrate ABC transporter permease subunit FecD,IS3,c,p,BAC0163|fecD|sp|P15029|FECD_ECOLI Fe(3+) dicitrate transport system permease pro
32d893873e799738008d436930885d27,bacmet,merB3,100.0,100.0,13,NZ_AP022947.1,L6486_RS27690,organomercurial lyase MerB3,IS4,c,c,BAC0662|merB3|tr|Q9RHR0|Q9RHR0_BACME MerB3 OS=Bacillus megaterium GN=merB3 PE=4 
32f99a6252980e7491955f4eee8c7b31,bacmet,qacEdelta1,99.1,97.4,1,NZ_CP014498.1,AVR69_RS26320,quaternary ammonium compound efflux SMR transporter QacE,IS6,c,c,BAC0323|qacEdelta1|tr|Q7BQY4|Q7BQY4_PSEAI Disinfectant resistance protein OS=Pse
3333c5345022e5ae88b7b0abc1b11d76,bacmet,bcrB,98.1,100.0,1,NZ_CP101463.1,NMQ00_RS16060,quaternary ammonium compound efflux SMR transporter BcrB,IS21,c,p,BAC0705|bcrB|tr|I7A797|I7A797_LISMN BcrB OS=Listeria monocytogenes GN=bcrB PE=3 
334b4b1d94b860f37e1dd321f0a09667,bacmet,arsD,94.2,100.0,1,NZ_CP124705.1,QJQ34_RS28115,arsenite efflux transporter metallochaperone ArsD,IS5,c,c,BAC0587|arsD|sp|P52148|ARSD2_ECOLX Arsenical resistance operon trans-acting repr
3415dd3fd5dde98d4bbb90d481ed6442,bacmet,terA,98.8,88.5,1,NZ_CP102894.1,NWT75_RS25790,tellurium resistance system protein TerA,IS1,c,p,BAC0386|terA|sp|P18778|TERA_ALCSP Tellurium resistance protein TerA OS=Alcaligen
34b7a34bfa691f3c7fece65895efab88,bacmet,silE,100.0,60.1,4,NZ_CP083738.1,K9N75_RS22050,silver-binding protein SilE,IS1,c,c,BAC0344|silE|sp|Q9Z4N3|SILE_SALTM Silver-binding protein SilE OS=Salmonella typh
34f78e0cf09cc8544e914eaf5826bdee,bacmet,arsB,91.1,100.0,1,NZ_CP031103.1,DVA44_RS25020,arsenic transporter,IS110,c,c,BAC0577|arsB|sp|P74985|ARSB_YEREN Arsenical pump membrane protein OS=Yersinia en
35263acabcb8ea9f377e3b96364f5e35,bacmet,qacR,98.9,100.0,1,NZ_CP093203.1,MNU47_RS11830,multidrug-binding transcriptional regulator QacR,IS110,p,c,BAC0328|qacR|sp|P0A0N4|QACR_STAAU HTH-type transcriptional regulator QacR OS=Sta
35dbb3d23a67976fab48dfc6a2f584d8,bacmet,chrB,99.7,100.0,1,NZ_CP063226.1,IE977_RS25305,chromate resistance protein ChrB domain-containing protein,IS110,c,c,BAC0027|chrB|tr|A4UQR5|A4UQR5_9RHIZ ChrB OS=Ochrobactrum tritici GN=chrB PE=4 SV
35dc87887689d8e04ac39450f6d48dd7,bacmet,merP,90.1,100.0,7,NZ_CP058213.1,HVX57_RS28750,mercury resistance system periplasmic binding protein MerP,IS6,c,c,BAC0678|merP|tr|O66016|O66016_PSEST MerP OS=Pseudomonas stutzeri GN=merP PE=4 SV
35fa6d53d43e78de5b53f77f3d2fafa4,bacmet,pcoD,99.3,100.0,2,NZ_CP013323.1,AGG09_RS27940,copper resistance inner membrane protein PcoD,IS5,c,c,BAC0306|pcoD|sp|Q47455|PCOD_ECOLX Copper resistance protein D OS=Escherichia col
361d3466abc932141daa584c3d85600e,bacmet,merR,99.3,100.0,1,NZ_CP007636.1,EN18_RS20000,mercury resistance transcriptional regulator MerR,IS110,c,c,BAC0686|merR|sp|P13111|MERR_SERMA Mercuric resistance operon regulatory protein 
36aa6b6c208e831b10d0f636539c6617,bacmet,merG,100.0,100.0,54,NZ_AP025868.1,NGK26_RS24935,phenylmercury resistance protein MerG,IS110,c,c,BAC0229|merG|tr|O07302|O07302_9PSED Mercuric resistance protein OS=Pseudomonas s
3748ac1a669b77da3bf8e5900469e574,bacmet,arsB,98.3,100.0,1,NZ_CP012884.1,KLP1_RS26785,ArsB/NhaD family transporter,IS3,p,p,BAC0578|arsB|tr|O50594|O50594_ACIMU ArsB OS=Acidiphilium multivorum GN=arsB PE=4
37ac03707b2437e9eecdd7825d500c1c,bacmet,qacEdelta1,99.1,100.0,1,NZ_CP107474.1,OH522_RS27080,quaternary ammonium compound efflux SMR transporter QacE,IS6,c,c,BAC0323|qacEdelta1|tr|Q7BQY4|Q7BQY4_PSEAI Disinfectant resistance protein OS=Pse
37b22dee13a2b2e0d12af988d8ce6c80,bacmet,silR,95.2,100.0,117,NZ_CP091584.1,L5468_RS28260,copper/silver response regulator transcription factor SilR,ISL3,c,p,BAC0347|silR|sp|Q9ZHD3|SILR_SALTM Probable transcriptional regulatory protein Si
37b855e298f4399c7b7a2874c71c8b7a,bacmet,pcoR,99.6,100.0,1,NZ_CP045662.1,GFJ44_RS25845,copper response regulator transcription factor PcoR,IS5,c,c,BAC0308|pcoR|sp|Q47456|PCOR_ECOLX Transcriptional regulatory protein PcoR OS=Esc
37c50f143caed5b6a7d450c00fe8f129,bacmet,silB,98.1,100.0,1,NZ_CP042616.1,FTV93_RS25410,Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subun,IS6,c,c,BAC0342|silB|sp|Q9ZHD0|SILB_SALTM Putative membrane fusion protein SilB OS=Salmo
37c842dceeaa330903686f3ac65d0a16,bacmet,pcoS,99.4,100.0,27,NZ_CP031809.1,D0896_RS27240,copper resistance membrane spanning protein PcoS,IS5,c,c,BAC0309|pcoS|sp|Q47457|PCOS_ECOLX Probable sensor protein PcoS OS=Escherichia co
37d5d38d0f68c5e2188153ba0c529a77,bacmet,silA,99.0,100.0,2,NZ_CP136942.1,NRI38_RS26655,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,IS5,c,c,BAC0341|silA|sp|Q9ZHC9|SILA_SALTM Putative cation efflux system protein SilA OS=
37ed3529a1d6c7137a999491546f5f1d,bacmet,merP,92.2,98.9,1,NZ_CP056730.1,HV155_RS24265,mercury resistance system periplasmic binding protein MerP,IS110,p,c,BAC0231|merP|sp|P13113|MERP_SERMA Mercuric transport protein periplasmic compone
382c7298fc3314662cadd12d42a0e28b,bacmet,silF,96.7,76.9,2,NZ_CP059289.1,H0481_RS22535,cation efflux system protein CusF,IS1,c,p,BAC0345|silF|tr|Q9ZHD1|Q9ZHD1_SALTM Uncharacterized protein OS=Salmonella typhim
3851d38ea6db8918eff1defb474da691,bacmet,silC,98.3,100.0,2,NZ_CP047460.1,GTK48_RS22830,Cu(+)/Ag(+) efflux RND transporter outer membrane channel Si,IS1,c,p,BAC0343|silC|sp|Q9ZHD2|SILC_SALTM Probable outer membrane lipoprotein SilC OS=Sa
38993539e98ec6dbdaad585d5747ccc1,bacmet,pcoD,99.3,100.0,7,NZ_CP055062.1,HUZ66_RS26545,copper resistance inner membrane protein PcoD,IS5,c,c,BAC0306|pcoD|sp|Q47455|PCOD_ECOLX Copper resistance protein D OS=Escherichia col
389bc45aada3d53a5c4e7b782b1da2fc,bacmet,silA,98.5,100.0,28,NZ_CP006642.1,PCN061_RS24195,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,IS6,c,c,BAC0341|silA|sp|Q9ZHC9|SILA_SALTM Putative cation efflux system protein SilA OS=
391630422b0e588e3d0b50363e658527,bacmet,ncrA,95.8,100.0,1,NZ_CP043599.1,B7D33_RS28185,MFS transporter,IS5,c,c,BAC0263|ncrA|tr|Q06VT3|Q06VT3_9BACT NcrA OS=Leptospirillum ferriphilum GN=ncrA P
3a047c15ead03bcd305eba11d1af6858,bacmet,pcoB,99.7,100.0,9,NZ_LR890752.1,JMW25_RS25975,copper resistance outer membrane transporter PcoB,IS5,c,c,BAC0304|pcoB|sp|Q47453|PCOB_ECOLX Copper resistance protein B OS=Escherichia col
3a6adbcb3d5c8c21d956f37d67895281,bacmet,tcrB,99.7,100.0,3,NZ_CP074110.1,JVU00_RS12245,copper-translocating P-type ATPase TcrB,IS256,c,c,BAC0383|tcrB|tr|Q8VPE6|Q8VPE6_ENTFC TcrB OS=Enterococcus faecium GN=tcrB PE=3 SV
3ad9c753bc5d40200a2ca76550e14baf,bacmet,silB,97.4,100.0,1,NZ_CP037863.1,E1B03_RS00505,Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subun,IS66,c,c,BAC0342|silB|sp|Q9ZHD0|SILB_SALTM Putative membrane fusion protein SilB OS=Salmo
3ada10bf33ac9094cd5f22a2c185dab8,bacmet,cadD,98.0,100.0,1,NZ_CP013981.1,AWC34_RS12890,cadmium resistance transporter CadD,new,p,p,BAC0057|cadD|tr|Q7A320|Q7A320_STAAN CadD OS=Staphylococcus aureus (strain N315) 
3aecabc6306fef1cd47703294513e45d,bacmet,merT,100.0,100.0,13,NC_020567.1,SAI6T6_RS14065,mercuric transport protein MerT,IS6,c,c,BAC0696|merT|sp|P08656|MERT_STAAU Mercuric transport protein OS=Staphylococcus a
3b26b559ad83f32069a24db0d1076a16,bacmet,ncrC,91.0,99.5,1,NZ_LR890659.1,JMX15_RS27760,nickel/cobalt efflux protein RcnA,IS5,c,c,BAC0265|ncrC|tr|D5CKG5|D5CKG5_ENTCC Nickel-resistant membrane protein-like prote
3b53d2f80c626b2e589fff2ab2339aa6,bacmet,pcoC,99.2,100.0,4,NZ_CP050349.1,HB787_RS27110,copper resistance system metallochaperone PcoC,IS6,c,c,BAC0305|pcoC|sp|Q47454|PCOC_ECOLX Copper resistance protein C OS=Escherichia col
3b7c766049e7c5f645ee31ced8696929,bacmet,silA,98.4,100.0,1,NZ_CP077332.1,I6L76_RS22245,CusA/CzcA family heavy metal efflux RND transporter,IS3,p,p,BAC0341|silA|sp|Q9ZHC9|SILA_SALTM Putative cation efflux system protein SilA OS=
3bab507f0c7b6028ceed4e6e2e6ea99e,bacmet,arsA,90.4,100.0,2,NZ_CP091488.1,L3069_RS24575,arsenical pump-driving ATPase,IS110,c,c,BAC0571|arsA|sp|O50593|ARSA_ACIMA Arsenical pump-driving ATPase OS=Acidiphilium 
3bc2c70efff195e38b8f41c5fd3ebc19,bacmet,merB2,100.0,100.0,14,NZ_AP022947.1,L6486_RS27720,organomercurial lyase MerB2,IS4,c,c,BAC0655|merB2|tr|Q9WWL2|Q9WWL2_BACSR Organic mercuric lyase MerB2 OS=Bacillus sp
3c0b5c2e38d04ea6297036d77382ccbe,bacmet,qacB,100.0,100.0,2,NZ_CP091526.1,L4X60_RS14430,quaternary ammonium compound efflux MFS transporter QacB,IS6,c,c,BAC0320|qacB|tr|Q7WUJ5|Q7WUJ5_STAAU Antiseptic efflux protein QacB OS=Staphyloco
3c2efae0e233bd6dacb5dd941dbf644a,bacmet,qacH/qacI,99.1,100.0,1,NZ_CP079986.1,KYI13_RS12855,quaternary ammonium compound efflux SMR transporter QacH,IS3,c,p,BAC0326|qacH/qacI|sp|O87868|QACH_STASA Quaternary ammonium compound-resistance p
3ddfe11479107763e1b537f2a2d8aaa2,bacmet,merA,92.3,100.0,1,NZ_LT991958.1,DBR02_RS24305,mercury(II) reductase,IS6,c,c,BAC0652|merA|tr|O66017|O66017_PSEST MerA OS=Pseudomonas stutzeri GN=merA PE=4 SV
3df8e53ddc4cb0430b7395f0b1ea78fd,bacmet,arsB,90.7,100.0,1,NZ_CP023417.1,CN260_RS27345,arsenic transporter,IS66,p,c,BAC0577|arsB|sp|P74985|ARSB_YEREN Arsenical pump membrane protein OS=Yersinia en
3eaa0cc480170524982834a9bba87a87,bacmet,arsH,90.9,100.0,1,NZ_OW969660.1,LQ206_RS27345,arsenical resistance protein ArsH,IS6,c,c,BAC0034|arsH|tr|E8PS81|E8PS81_YERPE Arsenic resistance protein ArsH OS=Yersinia 
3f647170b657d3ec2f05aea0996f6254,bacmet,merP,93.5,100.0,63,NZ_AP025868.1,NGK26_RS24980,mercury resistance system periplasmic binding protein MerP,IS1,p,p,BAC0678|merP|tr|O66016|O66016_PSEST MerP OS=Pseudomonas stutzeri GN=merP PE=4 SV
3f7c6e3b241c324674679aec14f913ee,bacmet,fecD,90.9,100.0,1,NZ_CP083738.1,K9N75_RS21865,Fe(3+) dicitrate ABC transporter permease subunit FecD,IS1,c,c,BAC0163|fecD|sp|P15029|FECD_ECOLI Fe(3+) dicitrate transport system permease pro
3f9f7e03ca4057707b9699ab1037c951,bacmet,arsB,91.4,100.0,3,NZ_CP058546.1,HYH18_RS27660,arsenic transporter,IS5,c,c,BAC0577|arsB|sp|P74985|ARSB_YEREN Arsenical pump membrane protein OS=Yersinia en
3ff4e44315237dd26b5f8ac013aacd11,bacmet,oqxB,99.8,100.0,4,NZ_CP050131.1,HBA58_RS25350,multidrug efflux RND transporter permease subunit OqxB,IS6,c,c,BAC0295|oqxB|tr|Q69HW2|Q69HW2_ECOLX OqxB integral membrane protein OS=Escherichi
4022084a4cd41952571d16a04b83f656,bacmet,silE,97.7,60.1,80,NZ_CP006642.1,PCN061_RS24165,silver-binding protein SilE,IS6,c,c,BAC0344|silE|sp|Q9Z4N3|SILE_SALTM Silver-binding protein SilE OS=Salmonella typh
403e12d589e888c2ffd1b93e485f12b1,bacmet,arsB,99.3,100.0,2,NZ_CP091488.1,L3069_RS24580,arsenite efflux transporter membrane subunit ArsB,IS110,c,c,BAC0578|arsB|tr|O50594|O50594_ACIMU ArsB OS=Acidiphilium multivorum GN=arsB PE=4
40784b772d436906d7a0a3799cad542c,bacmet,merA,92.3,100.0,1,NZ_CP102105.1,NP224_RS32080,mercury(II) reductase,IS110,p,c,BAC0652|merA|tr|O66017|O66017_PSEST MerA OS=Pseudomonas stutzeri GN=merA PE=4 SV
40f179f004cba782351336ad1f0851d8,bacmet,pcoC,99.2,100.0,2,NZ_CP114150.1,OEE45_RS28855,copper resistance system metallochaperone PcoC,IS5,c,c,BAC0305|pcoC|sp|Q47454|PCOC_ECOLX Copper resistance protein C OS=Escherichia col
41768d8bf7685e8d2fb4ca35fcfc8096,bacmet,merT,94.8,100.0,23,NZ_CP031980.1,AhaeAN4_RS17790,mercuric ion transporter MerT,IS3,p,p,BAC0233|merT|sp|P94185|MERT_ALCSP Mercuric transport protein OS=Alcaligenes sp. 
42a9c580a7efb062c3c5326b1152f206,bacmet,arsA,98.5,100.0,16,NZ_CP058132.1,HV092_RS26430,arsenite efflux transporter ATPase subunit ArsA,IS110,c,c,BAC0571|arsA|sp|O50593|ARSA_ACIMA Arsenical pump-driving ATPase OS=Acidiphilium 
42d7ad91932ea8bb1c247a114685c1ea,bacmet,silB,96.5,100.0,1,NZ_CP050011.1,HAP28_RS25925,Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subun,IS3,p,c,BAC0342|silB|sp|Q9ZHD0|SILB_SALTM Putative membrane fusion protein SilB OS=Salmo
42dfeee7e2db56a655cd8376456fa82c,bacmet,merR1,100.0,100.0,43,NZ_AP025848.1,NGK57_RS24485,mercury resistance transcriptional regulator MerR,IS110,c,c,BAC0683|merR1|tr|O07300|O07300_9PSED Mercuric resistance operon regulatory prote
443351287f01980ce95ed5d7fc3b1955,bacmet,silR,92.5,100.0,10,NZ_CP134808.1,RNM41_RS27995,copper/silver response regulator transcription factor SilR,IS5,c,c,BAC0347|silR|sp|Q9ZHD3|SILR_SALTM Probable transcriptional regulatory protein Si
44341adcbcfcc386f76658a41ded66fa,bacmet,ncrC,95.2,99.7,1,NZ_CP026398.1,C3F39_RS32640,nickel/cobalt efflux protein RcnA,IS3,p,p,BAC0265|ncrC|tr|D5CKG5|D5CKG5_ENTCC Nickel-resistant membrane protein-like prote
446fa5b70a58fc2b4d63568719dac24d,bacmet,silF,98.9,76.9,1,NZ_CP029037.1,AV984_RS24655,cation efflux system protein CusF,IS5,c,c,BAC0345|silF|tr|Q9ZHD1|Q9ZHD1_SALTM Uncharacterized protein OS=Salmonella typhim
447e990480740493ea1f28b5d9aadb23,bacmet,merT,99.1,95.0,68,NZ_CP055062.1,HUZ66_RS25815,mercuric ion transporter MerT,IS110,c,c,BAC0233|merT|sp|P94185|MERT_ALCSP Mercuric transport protein OS=Alcaligenes sp. 
44a970b6d55eff281a3218624e8b1859,bacmet,terE,99.0,100.0,7,NZ_CP042482.1,FR751_RS26060,tellurium resistance cAMP binding protein TerE,IS3,c,p,BAC0390|terE|sp|P18782|TERE_ALCSP Tellurium resistance protein TerE OS=Alcaligen
44af9a8fe16774c2c6821666e9f3e1a9,bacmet,arsA,99.0,100.0,1,NZ_AP022145.1,H7R80_RS28370,arsenite efflux transporter ATPase subunit ArsA,IS6,c,c,BAC0030|arsA|sp|P52145|ARSA2_ECOLX Arsenical pump-driving ATPase OS=Escherichia 
44b1d066fc2dbfee85c9e78730f14829,bacmet,merR,100.0,100.0,13,NZ_CP026075.1,RL05_RS15255,Hg(II)-responsive transcriptional regulator MerR,IS6,c,c,BAC0680|merR|sp|P22874|MERR_STAAU Mercuric resistance operon regulatory protein 
44e9beef393342e732dee9dd60f4dbea,bacmet,terB,100.0,78.1,1,NZ_CP132678.1,RA190_RS28480,tellurium resistance membrane protein TerB,IS3,p,c,BAC0387|terB|sp|P18779|TERB_ALCSP Tellurium resistance protein TerB OS=Alcaligen
455290ecd6ef4bca974a774d78355d8d,bacmet,qacE,98.2,100.0,2,NZ_CP141551.1,VI617_RS00465,quaternary ammonium compound efflux SMR transporter QacE,IS6,c,c,BAC0322|qacE|sp|P0AGC9|QACE_ECOLX Quaternary ammonium compound-resistance protei
45da84203316c8eeaf78324d28431f02,bacmet,arsC,93.6,100.0,1,NZ_CP054046.1,HRD68_RS00075,glutaredoxin-dependent arsenate reductase,IS6,c,c,BAC0582|arsC|sp|P08692|ARSC1_ECOLX Arsenate reductase OS=Escherichia coli GN=ars
4651b53b9734e1b97fd9b0f4ffb4806f,bacmet,arsC,97.9,100.0,2,NZ_CP091488.1,L3069_RS24585,glutaredoxin-dependent arsenate reductase,IS110,c,c,BAC0584|arsC|sp|O50595|ARSC_ACIMA Arsenate reductase OS=Acidiphilium multivorum 
46cbd216cfa5c84d360b30a23e8c836b,bacmet,arsH,98.3,100.0,2,NC_017565.1,Y11_RS20830,arsenic resistance NADPH-dependent reductase ArsH,IS3,c,c,BAC0034|arsH|tr|E8PS81|E8PS81_YERPE Arsenic resistance protein ArsH OS=Yersinia 
46ceeab37fc1c23378b6f2f5690e4f51,bacmet,tcrY,99.3,100.0,3,NZ_CP074110.1,JVU00_RS12260,copper-responsive transcriptional repressor TcrY,IS256,c,c,"BAC0740|tcrY|tr|Q3MNJ7|Q3MNJ7_ENTFC Copper transport repressor, CopY/TcrY family"
46eab155e981c2fa7f700a2dd27795e0,bacmet,arsA,98.1,100.0,1,NZ_CP096265.1,M0M92_RS27740,arsenical pump-driving ATPase,IS3,p,p,BAC0030|arsA|sp|P52145|ARSA2_ECOLX Arsenical pump-driving ATPase OS=Escherichia 
473e5cbf54e101017052adac7ffc5a07,bacmet,merA,99.3,100.0,1,NZ_AP022965.1,L6484_RS29195,mercury(II) reductase,IS4,c,c,BAC0224|merA|sp|P16171|MERA_BACCE Mercuric reductase OS=Bacillus cereus GN=merA 
47c2ec82b61ac9745746364bd2f60605,bacmet,mrdH,100.0,100.0,2,NZ_CP061377.1,ICI41_RS32345,Ni(II)/Co(II) efflux transporter permease subunit MrdH,IS3,c,c,"BAC0254|mrdH|tr|Q88IN1|Q88IN1_PSEPK Membrane protein, putative OS=Pseudomonas pu"
482e80df8c2d1c0ecb4dcfc556ab7822,bacmet,arsC,97.8,95.7,2,NC_017565.1,Y11_RS20815,glutaredoxin-dependent arsenate reductase,IS3,c,c,BAC0585|arsC|sp|P74984|ARSC_YEREN Arsenate reductase OS=Yersinia enterocolitica 
48c4a317eac3b635da21aa5c8608921b,bacmet,silC,97.6,100.0,11,NZ_CP055062.1,HUZ66_RS26605,Cu(+)/Ag(+) efflux RND transporter outer membrane channel Si,IS5,c,c,BAC0343|silC|sp|Q9ZHD2|SILC_SALTM Probable outer membrane lipoprotein SilC OS=Sa
4928c2ae5fc6e4373a788abbb6f8e012,bacmet,chrA,95.9,100.0,2,NZ_CP064948.1,IZU98_RS25520,chromate resistance efflux protein ChrA,new,p,p,BAC0063|chrA|sp|P14285|CHRA_PSEAI Chromate transport protein OS=Pseudomonas aeru
492b1335f93b5528d9d64edd61a3c259,bacmet,qacA,99.8,100.0,8,NZ_LR130516.1,EW033_RS16270,QacA/B family quaternary ammonium compound efflux MFS transp,IS6,c,p,BAC0319|qacA|sp|P0A0J9|QACA_STAAU Antiseptic resistance protein OS=Staphylococcu
495140fa042a2aafd1196f308fc55de1,bacmet,tcrY,98.7,100.0,1,NZ_CP097003.1,M2926_RS12725,copper-responsive transcriptional repressor TcrY,IS6,c,c,"BAC0740|tcrY|tr|Q3MNJ7|Q3MNJ7_ENTFC Copper transport repressor, CopY/TcrY family"
49634d8d4cb0e87698906d6ee2270025,bacmet,merP,92.2,98.9,1,NZ_CP016810.1,A8C02_RS00260,mercury resistance system periplasmic binding protein MerP,IS110,c,c,BAC0231|merP|sp|P13113|MERP_SERMA Mercuric transport protein periplasmic compone
499fe25ed4a53c4a0f29a59d8cfa95b6,bacmet,pcoA,99.8,100.0,10,NZ_CP134808.1,RNM41_RS27940,multicopper oxidase PcoA,IS5,c,c,BAC0303|pcoA|sp|Q47452|PCOA_ECOLX Copper resistance protein A OS=Escherichia col
49c455f74fcd8cf47d30930c333dd9bf,bacmet,silF,93.3,76.9,2,NZ_CP093152.1,MMZ10_RS26795,cation efflux system protein CusF,IS5,c,c,BAC0345|silF|tr|Q9ZHD1|Q9ZHD1_SALTM Uncharacterized protein OS=Salmonella typhim
49ea56adaececd1217a9b1e65653f5aa,bacmet,silS,93.9,100.0,1,NZ_CP072939.1,KAI48_RS27445,copper/silver sensor histidine kinase SilS,IS110,c,p,BAC0348|silS|sp|Q9ZHD4|SILS_SALTM Probable sensor kinase SilS OS=Salmonella typh
4a0451181b5bce82ccb8c65358bed79a,bacmet,arsB,95.1,99.8,1,NZ_CP066063.1,I6I28_RS11995,arsenite efflux transporter membrane subunit ArsB,IS6,c,c,BAC0575|arsB|sp|Q01255|ARSB_STAXY Arsenical pump membrane protein OS=Staphylococ
4a2da39d996ec6c8d00446f14616cafc,bacmet,silC,100.0,100.0,4,NZ_CP029037.1,AV984_RS24660,Cu(+)/Ag(+) efflux RND transporter outer membrane channel Si,IS5,c,c,BAC0343|silC|sp|Q9ZHD2|SILC_SALTM Probable outer membrane lipoprotein SilC OS=Sa
4af0ea7c7c90b9c50e750533f2cac46f,bacmet,silA,99.2,100.0,1,NZ_CP090213.1,LVJ26_RS24865,efflux RND transporter permease subunit,IS6,c,c,BAC0341|silA|sp|Q9ZHC9|SILA_SALTM Putative cation efflux system protein SilA OS=
4afd1aea7ef483d40bfb760b36b02f63,bacmet,merA,98.2,100.0,1,NZ_CP142416.1,VSX75_RS13185,mercury(II) reductase,IS3,p,p,BAC0224|merA|sp|P16171|MERA_BACCE Mercuric reductase OS=Bacillus cereus GN=merA 
4b40c6f197b720a69b475008de895bff,bacmet,silS,93.1,100.0,4,NZ_CP114161.1,N5B28_RS26035,copper/silver sensor histidine kinase SilS,IS66,c,c,BAC0348|silS|sp|Q9ZHD4|SILS_SALTM Probable sensor kinase SilS OS=Salmonella typh
4c4eecf035fafc48d3e7379b4c3dad39,bacmet,merR2,94.4,100.0,1,NZ_CP084807.1,LGM22_RS25970,mercury resistance transcriptional regulator MerR,IS110,c,c,BAC0684|merR2|tr|Q7DKL2|Q7DKL2_9PSED MerR2 OS=Pseudomonas sp. K-62 GN=merR2 PE=4
4c78e72f84174becb4da581c06825bf2,bacmet,arsR,94.4,84.0,5,NZ_CP114150.1,OEE45_RS28255,metalloregulator ArsR/SmtB family transcription factor,IS3,p,c,BAC0588|arsR|tr|P74986|P74986_YEREN Arsenite inducible repressor OS=Yersinia ent
4cbf4855183bb95c83f736381e4c9ffe,bacmet,ncrA,95.1,100.0,7,NZ_CP070441.1,JT742_RS26710,MFS transporter,IS3,p,c,BAC0698|ncrA|tr|Q1KLR2|Q1KLR2_SERMA NcrA OS=Serratia marcescens GN=ncrA PE=4 SV=
4d8a08d565d76f60c30f9ec4d51beb19,bacmet,terD,95.8,100.0,4,NZ_CP029448.1,DKC05_RS01580,tellurium resistance membrane protein TerD,IS3,p,p,BAC0389|terD|sp|P18781|TERD_ALCSP Tellurium resistance protein TerD OS=Alcaligen
4de323ca47c75db9fc3928b55236519e,bacmet,cadD,93.7,100.0,1,NZ_CP031272.1,DWB96_RS13135,CadD family cadmium resistance transporter,IS6,c,c,BAC0057|cadD|tr|Q7A320|Q7A320_STAAN CadD OS=Staphylococcus aureus (strain N315) 
